	param_regressor__regressor__classifier__C	param_regressor__regressor__classifier__gamma	param_regressor__regressor__classifier__kernel	param_regressor__regressor__regressor__max_depth	param_regressor__regressor__regressor__max_features	param_regressor__regressor__regressor__min_samples_leaf	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.1421073623993574	0.7935859334260503	poly	10	0.9505818372837345	15	-37.33499690916757	-223.9689917459028	-2.4599923583366765	-178.0279780655364	-0.30360972474651554	-88.41911376073799	93.98554950851043	31
1	0.3370867470516803	0.0002714670660442804	rbf	11	0.3161422215831339	5	-37.39242767116001	-223.66056258398987	-2.4599923583366765	-177.40144950766648	-0.30360972474651554	-88.24360836917991	93.77098361556517	15
2	5.465160445240795	0.004510204632998514	rbf	14	0.4724223362030525	7	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	58
3	6.594578698864952	0.0011666128825437926	poly	19	0.39861066794470584	1	-42.439374366095514	-217.35561879165954	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-88.54789676856115	91.99153413752232	42
4	5.041841313149236	0.0007417607011378456	rbf	7	0.8662222513716047	4	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-178.87845217550125	-0.30360972474651554	-89.24745246592845	94.78571503040753	47
5	0.5878941395052322	0.006128810667082614	poly	3	0.12603001028548488	13	-37.369488769696694	-223.98500488145172	-2.4599923583366765	-178.28323224252745	-0.30360972474651554	-88.48026559535181	94.03513039672298	40
6	0.555609136573991	0.024378432310349165	rbf	12	0.6885222737947579	8	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	58
7	0.4246091556540972	0.07296702896376615	poly	7	0.2836892848880621	4	-37.33745756697846	-223.36432484820432	-2.4599923583366765	-178.28167941355264	-0.30360972474651554	-88.34941278236371	93.85959153256782	17
8	0.41727127020837806	0.0025917829778016174	poly	7	0.2712327730471813	6	-37.375258013749395	-223.87759322637731	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-88.83946838503547	94.36856182480865	45
9	3.8649154409891877	0.005206255862163555	poly	5	0.31912082340829934	19	-37.38284392754443	-223.80525474258468	-2.4599923583366765	-178.13205842619976	-0.30360972474651554	-88.41675183588241	93.95300210731679	29
