	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.5152553759358048	0.7065871136156451	0.9405634535417752	0.6478905975478013	0.5890528725448246	0.6798698826371702
pearsonr	0.5973428674208707	0.6162682669082697	0.5822360724777021	0.6624049294641831	0.6511007347579171	0.6218705742057885
