	param_regressor__regressor__classifier__C	param_regressor__regressor__classifier__gamma	param_regressor__regressor__classifier__kernel	param_regressor__regressor__regressor__max_depth	param_regressor__regressor__regressor__max_features	param_regressor__regressor__regressor__min_samples_leaf	param_regressor__selector__estimator__alpha	param_regressor__selector__threshold	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
22	0.1575964656596198	0.06820748294442736	poly	19	0.38935508798183555	11	0.0012489694579792974	1.5*mean	-45.73018800974009	-3111.9599897162925	-24.799684075274097	-93.02006933685585	-37.73379771256084	-662.6487457701447	1224.8723217916374	30
23	0.3042326590786119	0.00011295345893002526	poly	17	0.17494534618645616	17	0.08146221760841335	1.5*mean	-49.06601078000494	-3112.135443329195	-23.577542271785575	-92.34136919255519	-43.71165250447696	-664.1664036156036	1224.1897704285761	49
24	0.5025775698361402	0.0008673885528817069	rbf	18	0.726353882998655	14	0.00486078621471254	1.5*median	-46.597168435412	-3111.3168618030318	-23.60398215090706	-92.69294236657919	-37.242553091434985	-662.2907015694731	1224.7330469141314	24
25	0.7957028050207349	0.2937622409828279	rbf	3	0.2107651989885687	5	0.0028330177630692542	1.5*median	-53.16842413544706	-3112.135443329195	-26.678319286776066	-94.50902694151934	-43.71165250447696	-666.0405732394829	1223.2512473243612	51
26	0.23057306789189225	0.04027824288139338	rbf	15	0.20751231812349685	17	0.05091299124218955	0.5*mean	-49.31699317970871	-3111.3733828437444	-24.08669543439638	-92.45900120277743	-39.84358035297999	-663.4159306027215	1224.1886582625366	41
27	0.24267019433062978	0.005923182176399478	rbf	4	0.8292953021017255	3	0.09064225509485048	1.5*mean	-43.581073994058976	-3110.347207907671	-23.898300785793978	-92.64437393552777	-33.09238084923041	-660.7126674944564	1225.0471120152026	2
28	0.2919726632075885	0.018004995400040177	rbf	8	0.4468156011104356	6	0.021564832482610093	1.5*median	-44.345231263259045	-3112.135443329195	-26.678319286776066	-94.50902694151934	-34.47068248041409	-662.4277406602326	1225.0822728310584	27
29	1.055696924196978	0.001625284716196992	rbf	17	0.551146116904143	3	0.046295638906668934	mean	-44.294665028050645	-3110.7092449276633	-23.893843640624258	-92.06125448703814	-32.63900035021237	-660.7196016867177	1225.2210868450327	3
30	0.5941697224201795	0.00010490611333429884	rbf	17	0.1088098348875673	9	0.01126805433709984	1.5*mean	-47.87851969023068	-3111.221368760351	-24.800377978335757	-93.95328845911455	-38.40782975905925	-663.2522769294183	1224.2050714129086	36
31	1.6538374478966806	0.0005514088049759099	rbf	5	0.5263515883538101	18	0.07678903264233254	0.5*median	-47.84355013586756	-3111.3565910109874	-23.995234289328675	-93.19513769908022	-38.78914962798921	-663.0359325526506	1224.378316169109	33
32	4.175552550644464	0.00028521297397447157	poly	9	0.4781859014798342	2	0.00923087258373513	0.5*median	-45.57126010282846	-3111.9582587400364	-24.030852865741682	-93.69543784601849	-36.109798639063314	-662.2731216387376	1225.0708338853271	23
33	0.7755766579451162	0.0003338539491559867	poly	14	0.6559851292870285	8	0.0039766680962102065	0.5*median	-47.13224546363726	-3111.9730108222184	-24.42409100829011	-93.58552233498928	-35.20096837600683	-662.4631676010284	1224.9819689199765	28
34	3.5534920835433366	0.06687431343290824	poly	20	0.1947030754798322	16	0.03611945399305185	0.5*median	-47.94836800076863	-3111.979918216268	-24.72540505386959	-93.32131944181623	-39.17773008583805	-663.4305481597121	1224.4895022065239	42
35	9.365441590055559	0.0073478750822234965	rbf	11	0.13246293367538706	13	0.0017623649174126847	0.5*median	-53.16842413544706	-3112.135443329195	-26.678319286776066	-94.50902694151934	-43.71165250447696	-666.0405732394829	1223.2512473243612	51
36	0.36455283076677586	0.002275188642326579	poly	4	0.15977499225472247	17	0.022675404413848688	0.5*median	-48.247241016739316	-3111.997350678233	-24.778213058763473	-93.18092143261659	-39.40666565039915	-663.5220783673503	1224.4506599899016	43
37	1.302072755178872	0.0043606928371733855	poly	11	0.566915744799306	17	0.030336509012557463	0.5*mean	-49.36078702254693	-3111.989340476646	-24.499940379498433	-93.58476960506492	-39.0252702111209	-663.6920215389755	1224.365956171518	46
38	9.341988121929102	0.0003789398274681275	poly	12	0.5402837548513824	16	0.007569020331661898	median	-47.45175510844071	-3112.0308054608167	-24.481449440611318	-93.94640685477557	-38.56593473390328	-663.2952703197095	1224.589476118999	39
