	param_regressor__regressor__alpha	param_regressor__regressor__l1_ratio	param_regressor__selector__estimator__n_components	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.0016804793969486251	0.20140453716370432	167	-2.3988363887969095	-2.2176394606557	-5.26403019238448	-2.8574220718727665	-2.7048206551781915	-3.0885497537776097	1.1106369730667587	4
1	0.7760820991426709	0.022177281935498117	285	-2.508439320362026	-2.3641561006724903	-5.282829162021285	-2.959447351079751	-2.815237815648523	-3.1860219499568148	1.069579272595076	108
2	0.038980498747312416	0.03022952868785433	466	-2.4080558822920524	-2.244635116832881	-5.310447778005154	-2.9867643803078487	-2.647990430926075	-3.1195787176728023	1.1235420285727595	60
3	0.017335134327422393	0.001114302396878279	168	-2.4132192168458078	-2.235920166158269	-5.257161450951546	-2.858365154492959	-2.7132812481224886	-3.0955894473142136	1.1026775463003824	18
4	0.36868052741771135	0.009492473080776375	100	-2.455129829822666	-2.363766726601215	-5.277030320503638	-2.9225857014301164	-2.776294765602561	-3.1589614687920387	1.0785394405156425	101
5	0.0015660007255856795	0.007099895856262438	375	-2.416619168509143	-2.2234807074274348	-5.276974646003814	-2.912874508551648	-2.6813149337867936	-3.102252792855767	1.1121871964094863	26
6	0.11228909535577349	0.010521749436786671	412	-2.40270142550552	-2.2600850824459178	-5.291702823921365	-2.900956934644414	-2.661683115441438	-3.1034258763917313	1.1159681706139126	28
7	0.5636485685665003	0.0011845635270101222	351	-2.4399367163895316	-2.2641849375748566	-5.282055102414628	-2.9309962771745504	-2.7351389027355237	-3.1304623872578183	1.1002436930389343	81
8	0.005662638988777596	0.32728843155883136	301	-2.4141259875130086	-2.22197465633025	-5.276514536098617	-2.8684327343056024	-2.7041311790372995	-3.097035818656955	1.1125519116945843	21
9	0.04172268369255274	0.4850490871909631	237	-2.4806131012342862	-2.32358625073917	-5.2870500515985315	-2.9084266271506745	-2.766917492987929	-3.1533187047421185	1.0865612049844624	100
10	0.021180696832406583	0.013688255326260664	439	-2.4137463758110416	-2.264646866601174	-5.289410657672151	-2.974326717163914	-2.685309762860463	-3.1254880760217487	1.1087643102861229	74
11	0.09471687384144818	0.024091030761663128	474	-2.389353673295223	-2.2168562179862135	-5.32264553090636	-2.9651882708724098	-2.7195299893597773	-3.1227147364839967	1.130085495214046	68
12	0.02665793187226654	0.06501729222205903	352	-2.420668858392843	-2.2263024970781276	-5.29246216229209	-2.896328200475768	-2.7012101084046916	-3.107394365328704	1.1164202305600408	37
13	0.025725201531656458	0.012048387628070626	391	-2.3998387656412694	-2.2573202223139663	-5.3041901666273485	-2.889887510129314	-2.7230468703512805	-3.114856707012636	1.1174906320960145	57
14	0.020849070399617496	0.6759420403486655	192	-2.4592411556810574	-2.2817180965430945	-5.274409459825058	-2.9025685240554813	-2.7373509092300132	-3.131057629066941	1.0930584923221938	85
15	0.04916704412122075	0.0065390676934270016	167	-2.407806086328332	-2.2364564602298964	-5.251669055491668	-2.860102052627523	-2.7096026427251108	-3.093127259480506	1.1012941961594722	12
16	0.008249608320262312	0.006842623344352976	104	-2.445506280561609	-2.326747067151733	-5.276753622645816	-2.88053366430486	-2.738464269125469	-3.1336009807578975	1.0897492269607167	86
17	0.019063289466904138	0.01726276653964019	285	-2.421857585273064	-2.2373346859211214	-5.298117228272969	-2.852489630293826	-2.6862368583113185	-3.0992071976144597	1.1196647807134947	24
18	0.47620522178355656	0.003412697893154653	483	-2.424379989002234	-2.2524418729120104	-5.294895117146908	-2.9537839262945043	-2.7094884915454767	-3.1269978793802267	1.1101905876306997	75
19	0.007713908193362454	0.03081808927583822	121	-2.4403334409235327	-2.2718184422198875	-5.260079649754688	-2.8692426264113995	-2.707037952581124	-3.109702422378126	1.0949142620563803	42
20	0.08726810419290941	0.005828407523661261	147	-2.429064516686507	-2.2377108213003676	-5.2728521129139585	-2.8592592956779392	-2.713501923261863	-3.1024777339681266	1.1065522589808334	27
21	0.0010097534628492632	0.001873118892032499	333	-2.4127618536317033	-2.2243012769481756	-5.298418396917133	-2.900473362256354	-2.7107341478151157	-3.109337807513696	1.1192042513216895	39
22	0.20390894855858127	0.1053318884021406	242	-2.4862237696718763	-2.3335927849323412	-5.275709386367349	-2.9420751549274082	-2.783453945038444	-3.1642110081874835	1.0772501109669206	104
23	0.6647910075612675	0.1041101659846105	499	-2.61800802817604	-2.5470768769782097	-5.306911002216209	-3.082331402332159	-2.9527121082056036	-3.301407883581644	1.0225142186929697	115
24	0.002845658457975523	0.08272837769950037	399	-2.4189989961961382	-2.2841408038594895	-5.284169881959281	-2.934296792113267	-2.718617000876694	-3.128044695000974	1.1017227136537289	78
25	0.004949971540048182	0.7091830501837787	143	-2.4145480417910368	-2.2421893318208355	-5.26371259443179	-2.873154971177859	-2.6931183079036694	-3.0973446494250383	1.1049264088425388	22
26	0.021048350292659126	0.08862068415207149	139	-2.4228288229387385	-2.2517207313596463	-5.2751918229756765	-2.8657089136563862	-2.703964763879067	-3.103883010961903	1.106459110849251	31
27	0.30614437330868366	0.002439678691746349	435	-2.4074312434190137	-2.2610816887251906	-5.296708560750806	-2.9356428475142855	-2.7163979717855744	-3.123452462438974	1.1117893340117422	69
28	0.001309556292979108	0.0019161112392231206	473	-2.4380562704369795	-2.2627583009392094	-5.298471102061541	-3.289397428315505	-2.6930173940991535	-3.1963400991704773	1.1070246161826005	110
29	0.02724241112942528	0.002537261611459781	235	-2.392696138486644	-2.213555746056653	-5.275941914987121	-2.861731358842867	-2.6833203371839454	-3.085449099111446	1.118044778033396	1
30	0.03039510917945343	0.014905946933599663	200	-2.393168136733065	-2.2329360175562107	-5.284925091945853	-2.856442645500882	-2.7157348032394992	-3.096641338995102	1.1164436764430663	19
31	0.003082700072440592	0.016815913076835276	382	-2.412036571244626	-2.2301349462731936	-5.3062269411871545	-2.9185037933415794	-2.6899944147768275	-3.111379333364676	1.1223006917779645	47
32	0.034344450941939934	0.3669343776726532	326	-2.462580595913668	-2.2676026386567982	-5.285891821075388	-2.907943443368117	-2.7497320885879537	-3.1347501175203845	1.0982574738824247	88
33	0.034935512819033024	0.0229516335919301	206	-2.393717968332258	-2.2385109522274877	-5.26598166128762	-2.8685693887143535	-2.700599484450916	-3.093475891002527	1.108633602629187	13
34	0.4180870730813556	0.09859927472103723	334	-2.548261747118417	-2.4337781118081816	-5.290314490943825	-3.0065610179528055	-2.8608114128877213	-3.2279453561421896	1.0516497730724068	111
35	0.5947886633510258	0.0013185819320254328	432	-2.4297418010241265	-2.280567389231798	-5.2851730563535	-2.933859373629882	-2.725864489333593	-3.13104122191458	1.1007687717118964	84
36	0.006561972185260496	0.02544038671605283	275	-2.409106896480941	-2.2373590949075117	-5.287165600695257	-2.8316966841739473	-2.697370262724483	-3.092539707796428	1.117049244332283	11
37	0.015041208963047647	0.3064630085700708	360	-2.4100639260859964	-2.2774770227386187	-5.290794741413923	-2.8887854720031507	-2.696491335496484	-3.112722499547634	1.1098431368810944	52
38	0.08832875511239692	0.0016017229896728702	362	-2.4237414018211276	-2.227621254783637	-5.28505767035652	-2.9025667102652806	-2.7150730299429062	-3.110812013433894	1.1117024392795336	45
39	0.02497592481363183	0.025177017176222404	258	-2.415697264912473	-2.2128640967321673	-5.28594738444992	-2.8542042887213572	-2.682528605959972	-3.090248328155178	1.1196310760875121	8
40	0.059171895127924194	0.14163318332713004	347	-2.441529037307838	-2.2465473232945845	-5.294480203900131	-2.907275415708576	-2.7149714172616997	-3.1209606794945657	1.1100362039037588	63
41	0.1732474861832994	0.03286329185447855	465	-2.4119338762875846	-2.275194738013405	-5.282595626579004	-2.938654981949007	-2.7320818714583988	-3.12809221885748	1.10226244427731	79
42	0.01743976397115685	0.023346226948924284	397	-2.398484612388494	-2.282975199672439	-5.292532577114207	-2.9317584689784586	-2.698763325601135	-3.1209028367509464	1.1094110062402507	62
43	0.0042561125959215225	0.2527402524021293	438	-2.377885109736147	-2.25854924420747	-5.358244298335071	-3.0245729471831524	-2.691055713981977	-3.1420614626887633	1.1395819791724762	94
44	0.28018936420158946	0.605805170769007	135	-2.7474443850844885	-2.7417476157490976	-5.338141856605872	-3.228507948456807	-3.1277841045991392	-3.4367251820990807	0.9708023702801459	116
45	0.2510716647389572	0.051995302542026244	261	-2.457230597759911	-2.288469813906928	-5.278249015079679	-2.9240073527284864	-2.7391760953790474	-3.13742657497081	1.0927640256305333	91
46	0.22789039383421245	0.04054254859580731	498	-2.451843487753306	-2.244081212577014	-5.2989687738837095	-2.93812502950928	-2.744664575507384	-3.1355366158461386	1.107638931979984	89
47	0.0031682116785561095	0.20459620093280073	390	-2.3957788030368317	-2.246425967991151	-5.302358051503967	-2.902650356799981	-2.7053540744776847	-3.110513450761923	1.1197353914532089	44
48	0.027666844410967242	0.0044837957834957445	365	-2.430170627580742	-2.2471134824816406	-5.300543079075874	-2.897102337150539	-2.6993261666614017	-3.1148511385900397	1.1152650665661341	56
49	0.034983307025656996	0.02756438230939599	101	-2.4353210810786323	-2.3349680157459387	-5.272466204793904	-2.90119416433398	-2.744945297427654	-3.1377789526760216	1.086750456079861	92
50	0.0031591158302996347	0.3890336393933337	253	-2.4000172555703463	-2.2343988055397705	-5.2943386271791635	-2.8302137905665914	-2.7105067294730714	-3.093895041665789	1.1205950682637935	14
51	0.06946148453130607	0.07242089022586799	355	-2.40672691957162	-2.2392966850727367	-5.283618131500997	-2.907109171213341	-2.710534837604522	-3.1094571489926435	1.1115816389998296	40
52	0.6974546720592854	0.0535213068629241	366	-2.5548318850477054	-2.4431185690852746	-5.291548293250397	-3.01245123263952	-2.8667385042922366	-3.2337376968630265	1.0492123010835293	112
53	0.0921466556534323	0.24352404813234524	256	-2.4866886678423326	-2.339386790381865	-5.277761224888007	-2.938343850432483	-2.77694827801785	-3.1638257623125075	1.0777247963667802	103
54	0.01033857839047198	0.12104555801947782	354	-2.4022181117100967	-2.2321056646941044	-5.300394795261355	-2.8796606819759765	-2.711234550591415	-3.10512276084659	1.1208420202885365	34
55	0.243582675667691	0.001355970966762103	107	-2.4473456643063036	-2.312140753866384	-5.2727036648498276	-2.897084278422452	-2.7100090861807047	-3.1278566895251343	1.0914860343621744	77
56	0.07695130009352391	0.35414617019075423	331	-2.4945245892362555	-2.3442464387831095	-5.284017796916347	-2.9492698142704854	-2.798059904952558	-3.1740237088317507	1.0764931507557438	107
