	param_regressor__regressor__classifier__C	param_regressor__regressor__classifier__gamma	param_regressor__regressor__classifier__kernel	param_regressor__regressor__regressor__colsample_bytree	param_regressor__regressor__regressor__gamma	param_regressor__regressor__regressor__learning_rate	param_regressor__regressor__regressor__max_depth	param_regressor__regressor__regressor__min_child_weight	param_regressor__regressor__regressor__n_estimators	param_regressor__regressor__regressor__reg_alpha	param_regressor__regressor__regressor__reg_lambda	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.1421073623993574	0.7935859334260503	poly	0.991289158831433	2.3323660753082383	0.02516134464926371	9	5.510084172939441	92	0.09838926933404911	0.00998918377985214	-2.189727083949553	-2.189573776544057	-5.310092256027396	-2.726802618708816	-2.7748669018125485	-3.0382125274084735	1.1634328367634141	17
1	2.2827586243750053	1.0439872157972168	rbf	0.7571769239483367	3.4042190724008785	0.07493849020990138	7	9.365753720558093	233	0.012362363115846198	0.025246179740589205	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
2	7.948020906836666	0.0014174716941154197	rbf	0.916305404630686	4.694383744541781	0.038365054776875816	5	7.753688731918314	307	0.53728386380407	0.0006597757684493768	-2.1544303917475083	-2.3143465874608	-5.248681341506947	-2.714211213816468	-2.720721164073532	-3.030478139721051	1.1310794537669602	14
3	0.9583668393289841	0.0072765153011929845	poly	0.739502550261886	1.4549220681622486	0.03809934967341577	9	3.8259520949139594	297	0.033721063755484455	0.00021579053911816436	-2.0717438736691003	-2.290931628860391	-5.323072477557396	-2.7665239800205854	-2.768260563965778	-3.04410650481465	1.1712890698960823	19
4	1.2429974934909387	0.0035566916037075296	poly	0.7481404331952141	2.349555591668014	0.08627048905323088	7	8.142129984677318	180	0.7313326467010689	0.03111883251747103	-2.122876980636345	-2.085241878609076	-5.315615562822491	-2.6620874146735867	-2.714142904213149	-2.979992948190929	1.1968375353787337	3
5	2.0603672149455856	0.0019755082811462347	poly	0.6005707522251033	0.5520854946490852	0.08374201081949809	5	7.26544417165272	174	0.6461903812480768	0.6545843596375174	-2.067208127378933	-2.0196760594416077	-5.331028744799801	-2.733461561422962	-2.795629829355101	-2.9894008644796815	1.2146669430475507	6
6	0.20299172220124867	0.17603306988090964	poly	0.6940481629029858	4.828357897727021	0.1696430556626937	9	6.933099882684021	89	12.959765036755972	0.0003345357762975642	-2.237137396985667	-2.3017445321118584	-5.294950930161765	-2.8611930909026113	-2.793499583296932	-3.097705106691767	1.1269869708303915	30
7	0.4144453913207415	0.020652944157466043	rbf	0.919557987111286	2.071703573097981	0.07724857183263156	3	3.919835527051987	247	8.067005935657864	0.6387700779170631	-3.500926082035909	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.133591256561528	0.7319706305411728	42
8	0.32802670507633136	0.03975652636539441	rbf	0.9185562803130194	2.6597116272078987	0.039746036974966426	6	7.074268928801089	284	29.76766216360629	0.00014541969778501752	-3.5135101674616114	-3.564408733952066	-6.399788855409761	-4.141323597511126	-3.942722693900398	-4.312350809646992	1.0696575682283762	59
9	5.640835693221089	0.002414434133743	rbf	0.6703117543362407	2.052678370583705	0.12444727957753517	6	6.928734330587309	283	0.6835215526584943	0.007802310570167473	-2.2146347911129167	-2.4255461257870725	-5.248957100567708	-2.7383677418704973	-2.7623323594038287	-3.0779676237484046	1.104458817633146	28
10	0.8881153512181741	5.2225910868445835	rbf	0.8912645132588535	4.1240152807021415	0.09760071141150288	6	4.528014020385041	236	0.0160431999878904	0.014647669368478	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
11	1.6426366289870542	1.3876053798982517	rbf	0.674399555111372	4.080380318530725	0.05697704255819057	3	8.182732664173153	166	1.3378254951309256	0.0004765350993598802	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
12	3.668261626014926	1.9269840971367633	rbf	0.6882318661589766	2.797660925277037	0.04785272840989736	7	3.4683273387497913	337	0.8921016131295321	0.866688292419009	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
13	1.7654153660401806	0.1405350570234119	poly	0.8876928566769346	4.24219127794347	0.01655507756243672	6	8.270519133664624	206	0.1862917743761611	0.06611217983352151	-2.0917341021332425	-2.1276938006533004	-5.3126921113408585	-2.7337205643971294	-2.7413554327895855	-3.0014392022628233	1.1893024209141516	9
14	0.8428952277794844	0.008589214663813809	rbf	0.6179065043380556	0.140260874692629	0.029544327279880635	4	6.729638817499404	226	0.01218373588643852	0.012556810699202297	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
15	2.4739550490614564	0.01365423789069098	poly	0.6860831747393525	0.15777485439698874	0.024506884919286386	2	9.933019472553763	119	1.0959946038452213	0.0001935819417960884	-2.116865273196701	-2.1255577469470515	-5.3052169746874025	-2.730419334428747	-2.6843466853445426	-2.9924812029208887	1.185801803738924	7
16	0.4787795987464683	0.0016387472291493443	rbf	0.9085769378254729	4.3443752670135165	0.06210508184232325	2	9.213874177747421	176	0.10107007152963192	0.001284926632514351	-2.196837611069036	-2.3011829615592423	-5.238345248857458	-2.789071574414235	-2.653780750626516	-3.0358436293052975	1.1226343367133496	16
17	0.17428694468009465	3.577398095438774	poly	0.6855384340064556	1.6866146240350937	0.09175355063089988	8	4.762895884098093	301	0.8879268753846734	0.0006222490226070495	-2.048185685680589	-2.146175662652043	-5.354497658071542	-2.723290794891672	-2.736171678632926	-3.0016642959857545	1.210354099245076	10
18	1.9995305598403437	0.0353901551995392	poly	0.6640809642476678	1.0432902729032913	0.028922076351032583	10	9.627309552256559	257	0.05824345618583849	0.008016876675633102	-2.131049681536284	-2.123184218731136	-5.310377573134163	-2.677351817447826	-2.7844594579235222	-3.005284549754587	1.1842419552890302	12
19	3.8047569611662246	0.00043619618412613125	rbf	0.780431441180217	1.4539542124328877	0.04496409092673114	8	4.442600250368504	297	1.5965577453638402	0.10181558116603753	-2.1075649552245443	-2.049985802567034	-5.262564688953818	-2.6709897922356705	-2.6276038860277353	-2.94374182500176	1.1873725554696273	1
20	0.13284054856217734	0.5298078251041669	rbf	0.6024706918107258	3.732207084515257	0.038466180667016334	8	7.4084390810325536	141	0.010360681065398888	0.00038622524611072004	-3.5135101674616114	-3.564408733952066	-5.835608055165601	-3.5432238750083327	-3.942722693900398	-4.079894705097602	0.8917262291816449	39
21	0.11839580168259656	0.002296038720648651	poly	0.8374549317635489	0.29418001194778226	0.19330492719678	4	7.491483440462657	291	6.53475996413069	0.0005650927225287339	-2.3506885410714395	-2.472780802813988	-5.382529205607986	-2.782045939782026	-3.050745255589721	-3.2077579489730326	1.1144750418627938	34
22	0.4123910014160544	0.0017059575546344824	rbf	0.8718387070056941	2.303027309391565	0.032133896172025445	6	3.353671581775965	221	10.511540835272022	0.03297620587844693	-2.30383587921102	-2.3985372973791765	-5.233656476917292	-2.8710972433003867	-2.7159321692182283	-3.1046118132052207	1.0842707612447926	32
23	0.3048212326212056	0.8454805240679167	rbf	0.8260207469084153	1.5887282754887364	0.042237500866554464	10	5.619190598593651	324	0.09047212658941944	0.2441328616607905	-3.4648025304134817	-3.564408733952066	-5.922405093084628	-3.739043164991154	-3.942722693900398	-4.126676443268346	0.9124650105689579	40
24	0.6958368386091752	2.895258106485548	rbf	0.6370604756455048	3.20147196551148	0.023197095696107218	3	9.011963686970509	343	0.4927702852323617	0.3814759279681948	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
25	0.13016886546185688	0.0611769933959586	rbf	0.893432921276311	0.3889670676904968	0.05790342816891328	2	6.384351048146478	304	0.07939003815886712	0.08015726426169364	-3.5135101674616114	-3.269654252871011	-5.732688301649366	-3.8278709617640256	-3.942722693900398	-4.057289275529282	0.8704923673795095	38
26	8.728025123231193	0.007741576063203932	poly	0.7483499597157937	1.8711788852798297	0.1381639140120905	6	9.000897371956983	214	0.1648710458152589	0.00017303366940056873	-1.9593628111613437	-2.1939754785670664	-5.3431735109923935	-2.7187744183036795	-2.762275217871501	-2.9955122873791966	1.213141672895402	8
27	0.30918520586425446	6.951299586272153	rbf	0.9616491322518392	3.035920741113014	0.0194247565133292	9	8.000740599105532	317	0.33890278118490985	0.5302549454616121	-3.3172104304026586	-3.564408733952066	-5.976062176531149	-3.633179730671452	-3.657215858288562	-4.029615385969177	0.980656493915559	37
28	0.38827962638580416	0.2338989876806369	rbf	0.7432902177836488	3.683964266610523	0.04801310981911037	2	3.4855843286441597	380	46.17824019475688	0.058618596133442474	-4.436964951323494	-4.353671218255201	-6.414998626283405	-4.526497656509012	-4.673147968963176	-4.8810560842668576	0.7742440076059338	60
29	0.24751974607943758	0.00021855604437033522	rbf	0.8033406703553558	0.6812861198305232	0.01903029134238119	8	9.443213389255144	370	3.8349480521449575	0.0008829872085695881	-2.210244093827634	-2.1963681163320765	-5.262039199024948	-2.6446396301685726	-2.7085611678862724	-3.004370441447901	1.1486933459566582	11
30	0.10582209779884963	0.00021371520882823843	rbf	0.8156226802726544	4.469493844015674	0.11773173577194986	7	4.911049087251875	394	12.209890002069413	0.29938741828356247	-2.3405943511313994	-2.283404811903662	-5.282829415372914	-2.8825081390234106	-2.788783312562607	-3.1156240059987987	1.1091624665202304	33
31	5.543828856283605	0.38742012513680746	poly	0.6543482193308455	2.4115177667216816	0.02766913385100356	8	2.523118489537618	216	0.09123168318350297	0.0001661546624407381	-2.0939689259009087	-2.239900551905361	-5.321754496767475	-2.7967026987040393	-2.8157247463350386	-3.053610283922564	1.170478899476888	21
32	0.6242539916968561	0.25817724668722924	rbf	0.6414234321453627	1.1387518532515915	0.16469875571311668	6	9.036793036809984	90	0.048631586020855024	0.42730544902897893	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
33	3.1400458836277867	0.012390392993978264	rbf	0.6035196442801117	3.4031455039987053	0.01642853308803265	3	5.038673122039158	71	0.01420020574325779	0.09434303877714868	-3.5135101674616114	-3.564408733952066	-5.518575175408141	-4.141323597511126	-3.942722693900398	-4.136108073646668	0.7298093836112025	43
