	param_model_config__colsample_bytree	param_model_config__gamma	param_model_config__learning_rate	param_model_config__min_child_weight	param_model_config__n_estimators	param_model_config__reg_alpha	param_model_config__reg_lambda	param_model_conifg__max_depth	param_selector_config__threshold	param_selector_estimator_config__alpha	param_selector_estimator_config__l1_ratio	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.6305233157495829	3.921602081976562	0.04442051547936957	7.511186600478471	285	0.9814768764690818	0.7138871482375893	10	1.5*mean	0.8091642310496422	0.43149095112651487	-37.96455	-226.0661	-2.526316	-179.36554	-0.4711206	-89.278725	105.91546	37
1	0.7571769239483367	3.4042190724008785	0.0984224415303551	7.246284178796918	291	0.4703194864906779	27.829354606831092	7	mean	0.6509727681895656	0.8520169488404912	-37.77487	-226.30843	-2.4790852	-179.97421	-0.37537065	-89.3824	106.17602	62
2	0.6921211516083859	2.787600604256549	0.22023829984609014	2.1985250118332513	295	5.9668285597373165	2.983045725871743	2	mean	0.4722851167829053	0.5143705454492042	-44.008385	-226.45775	-2.473024	-179.81354	-0.33762434	-90.61806	105.47609	131
3	0.7489538757540236	2.4392656587727832	0.0347107874126627	8.541261948783346	251	0.04615827183596095	0.033721063755484455	6	0.5*median	0.6234284770526917	0.42182146673364485	-37.958523	-226.06912	-2.526556	-180.00041	-0.40489843	-89.39191	106.06629	66
4	0.7130878906558487	4.612868346643117	0.043661527076940584	4.768815031028735	285	22.53369874356361	0.046503444980309463	4	0.5*median	0.5652616012272578	0.6022785187340052	-38.08206	-226.471	-2.459145	-180.11801	-0.30331126	-89.4867	106.24104	112
5	0.8091624804113381	2.1329412943532717	0.010048648978092845	1.8303611126207686	333	7.791412825488425	3.4073900729918005	6	1.5*median	0.8670399067726763	0.35520042569240384	-37.258762	-226.4676	-2.462323	-180.00752	-0.30444792	-89.30013	106.315674	45
6	0.8596475410240729	2.8313262853927164	0.19183438442541426	2.29265214134331	315	2.744632980292315	2.8031394193931862	10	1.5*median	0.5931426371330586	0.348680580430262	-63.542244	-226.47281	-2.4726954	-179.56471	-0.36325774	-94.48314	103.61221	138
7	0.7374146118817433	1.6896882313949708	0.027781465334642305	2.489512604192087	269	0.08998421469987906	0.8375808970965196	8	0.5*mean	0.6109936012663576	0.497619922874234	-88.079315	-226.4258	-2.4783642	-177.15826	-0.3606432	-98.90048	101.87174	146
8	0.9112854406175587	4.4477158640784005	0.0992971674928531	8.20431144098617	117	0.07523630128098245	0.23889667702015635	10	1.5*mean	0.4612819044371509	0.4647900659471743	-37.840347	-226.22786	-2.5975025	-179.87837	-0.45368284	-89.39955	106.08101	71
9	0.9366518561457025	3.954979902713496	0.0884120221675715	5.464153507453469	325	0.567779734944974	30.921729504726432	10	0.5*median	0.7785419138561765	0.6917978102360398	-37.583553	-226.38315	-2.5099943	-179.99509	-0.32078916	-89.35851	106.232956	53
10	0.6028573101115994	2.159258484995422	0.048317933470839056	1.4994955280145041	399	1.7706216863649973	11.59907931817914	2	1.5*median	0.4438042177015598	0.38642447647600214	-49.457085	-226.4679	-2.5138721	-179.81406	-0.33394796	-91.71738	104.89621	133
11	0.8636633588282243	0.7491225452020679	0.02142847759780579	6.173763288302342	145	0.011772262073409995	3.3826611777497044	2	0.5*mean	0.7633651465490883	0.8757519699718151	-37.48193	-226.10638	-2.4669993	-179.58316	-0.47300816	-89.222305	106.04518	22
