	split 0	split 1	split 2	split 3	split 4	mean
RMSE	1.2172805836265879	1.4169901352093588	0.04082187328577269	0.02064552969291476	0.03151747726713431	0.5454511198163537
pearsonr	0.8481619421944717	0.6966217959956541		-0.016536561065514516	-0.016982636529852692	0.3778161351486896
