	param_model_config__colsample_bytree	param_model_config__gamma	param_model_config__learning_rate	param_model_config__min_child_weight	param_model_config__n_estimators	param_model_config__reg_lambda	param_model_conifg__max_depth	param_selector_estimator_config__n_clusters	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.6305233157495829	3.921602081976562	0.03718635067633043	7.511186600478471	398	0.0017062829878430163	9	572	-2.6382399	-2.6432455	-5.2214704	-3.086517	-2.8910043	-3.2960956	1.0924832	232
1	0.6346973719359967	2.1549238310407923	0.010488173350748921	5.749883153386935	50	0.00018354619576988685	8	775	-3.1562197	-3.080947	-5.359849	-3.6900043	-3.4895692	-3.7553177	0.9304707	300
2	0.8776126301687519	1.795267387594338	0.16193624274598412	3.3632539303905737	162	0.025246179740589205	2	790	-2.6343005	-2.5206177	-5.2731295	-2.908358	-2.705253	-3.2083316	1.1628547	33
3	0.6921211516083859	2.787600604256549	0.15233625880424367	2.1985250118332513	245	0.10037820759012914	2	757	-2.5909877	-2.4468205	-5.2506413	-3.1687834	-2.857796	-3.2630057	1.14472	155
4	0.7871011438979922	1.103760542459196	0.04350119050727972	4.3514622044655304	121	0.002483278923995014	5	948	-2.6138759	-2.4769826	-5.2531257	-3.0652163	-2.709045	-3.2236493	1.1552086	66
5	0.9074590026078038	1.638573918342045	0.05559077569074713	3.484441434976256	117	0.0017411531294131326	3	519	-2.6071103	-2.701251	-5.2318163	-3.2856152	-2.9611452	-3.3573875	1.080402	276
6	0.9683974160524993	2.2233766043535486	0.035060306749138404	9.876008310599694	379	0.0005269949782291534	4	583	-2.5636022	-2.5025663	-5.236213	-3.1068347	-2.7602024	-3.2338836	1.1438904	91
7	0.770581429073977	3.2084613563058104	0.04789791979795337	4.733973805954989	322	0.04667056589451599	5	610	-2.5688655	-2.6075673	-5.2294903	-3.219526	-2.8106837	-3.2872264	1.1160246	211
8	0.8946697859629045	2.49817202796249	0.17424945759294194	2.383652476814941	354	0.02346274114802573	10	974	-2.5793965	-2.4697063	-5.2522926	-3.0457714	-2.7265897	-3.2147515	1.1594393	46
9	0.9859883998144507	4.7307362965846895	0.12699744810955282	5.25091596659562	181	0.22608228203664357	10	554	-2.6942255	-2.6888616	-5.229512	-3.31329	-2.8826926	-3.3617165	1.0745636	278
10	0.8967388802733867	2.480543620673594	0.015068843978165316	4.091828767339225	247	0.1390806693696889	2	752	-2.6192746	-2.4583945	-5.247794	-3.0740693	-2.809617	-3.2418296	1.1445731	108
11	0.9472414189469537	2.350871301142213	0.013903383294201842	8.19101938608231	156	0.3541243638904195	3	849	-2.6529493	-2.6033356	-5.25337	-3.1196656	-2.820318	-3.2899277	1.1159948	224
12	0.9201916195993854	4.701645633287709	0.011295213065366542	8.88104552383075	155	0.0008557808044466886	8	675	-2.670718	-2.6457362	-5.2550907	-3.178088	-2.924915	-3.3349094	1.0949765	269
13	0.7594023159660167	4.223985237784856	0.10557475911935574	6.767029543394361	381	0.0026809117207282217	3	969	-2.6828234	-2.5915163	-5.2442718	-3.0810223	-2.828855	-3.285698	1.1104002	208
14	0.7710819332110203	3.0392867439628874	0.08858489424888462	8.391048474759035	171	0.011313683025423774	6	699	-2.5637891	-2.4880717	-5.2412424	-3.220326	-2.7839856	-3.2594829	1.1439041	145
15	0.7852544872152589	0.3719475652523411	0.05063285948046066	6.469936762994805	113	0.022227145000375093	7	535	-2.5834177	-2.616205	-5.216027	-3.225769	-2.7955825	-3.2874	1.1080815	212
16	0.9249290055943449	2.9461523080607965	0.03814807616057257	8.182732664173153	166	0.01992738678217154	2	790	-2.5980139	-2.5393834	-5.2506833	-2.9839199	-2.7559717	-3.2255943	1.1450633	70
17	0.7952391685058897	1.1808403604474627	0.052032299178431204	5.703319957675465	391	0.001250357987441863	2	548	-2.5251975	-2.6644986	-5.222915	-3.2513483	-2.7740061	-3.2875931	1.1158013	215
18	0.9636729855043394	1.0679111583890688	0.03753560664247064	7.473089275231029	114	0.02189773575332134	6	527	-2.5358365	-2.6200414	-5.213802	-3.1886113	-2.7767665	-3.2670116	1.116878	162
19	0.819885648320291	0.907111628017163	0.011123053876108095	3.5338043606364438	360	0.00015103063326622748	9	741	-2.6539168	-2.3152132	-5.2284174	-3.0393238	-2.8477588	-3.216926	1.1558535	52
20	0.7446466590848229	0.41174919992290426	0.015648984650461925	1.2087133128942593	59	0.002043932637401549	4	676	-2.9126	-2.8440604	-5.3020263	-3.4296758	-3.289352	-3.5555432	1.0070361	293
21	0.8267065618472411	1.1545188905570682	0.010359532734607876	3.6929379140284095	210	0.933750563024616	7	912	-2.675225	-2.4994156	-5.2572355	-3.1129322	-2.8139746	-3.2717566	1.1323953	170
22	0.6042319627753383	4.170137597369643	0.16052815949768579	5.127431317911724	273	0.12059306633756241	4	676	-2.6364415	-2.4242713	-5.2433133	-3.1430523	-2.8718736	-3.2637901	1.1385348	157
23	0.9650610745665521	4.319626486531023	0.03303532348649452	5.917027921122997	74	0.43939369131070377	3	990	-2.638834	-2.663084	-5.2573023	-3.1641483	-2.8212047	-3.3089147	1.1091819	249
24	0.869024411808845	0.44956446756031576	0.029470414502755095	4.762895884098093	301	0.01279205314979744	2	869	-2.5740218	-2.3824492	-5.253174	-3.050477	-2.672047	-3.1864336	1.1806706	18
25	0.6640809642476678	1.0432902729032913	0.028922076351032583	4.405385200882773	144	0.8169725823408428	8	684	-2.4750268	-2.48219	-5.2230244	-3.0655005	-2.6469014	-3.1785283	1.1678151	14
26	0.7904005202855966	3.9718009547180015	0.014670639928338336	8.442948192802872	324	0.5784455818939402	4	621	-2.6322038	-2.5777311	-5.228806	-3.1960566	-2.851072	-3.297174	1.1068218	233
27	0.6207038294747803	0.1090877755405662	0.01699207672561626	5.845832547303901	207	0.011144959957589597	8	930	-2.5709546	-2.3965342	-5.2473664	-3.0433156	-2.7585032	-3.2033348	1.1675164	28
28	0.6024706918107258	3.732207084515257	0.038466180667016334	8.872431095007354	141	0.00010390600270943996	2	994	-2.635252	-2.5722964	-5.259638	-3.184734	-2.8842127	-3.3072267	1.1177574	245
29	0.6146672605138523	1.4337596236218895	0.021962263955641118	6.483217696522601	256	0.9006111890123335	4	537	-2.5924122	-2.632275	-5.2159557	-3.1949086	-2.7841454	-3.2839394	1.1060385	202
30	0.8546009369718669	3.8293152466862614	0.01756437000261566	3.768891310835664	248	0.052286198828079895	6	533	-2.6745074	-2.6774337	-5.2137027	-3.3183722	-2.8720355	-3.3512104	1.0737162	274
31	0.7558652414747355	3.3430441601543173	0.010319042285057456	3.353671581775965	221	0.18517228143314116	7	763	-2.668595	-2.5254545	-5.2467747	-3.1218975	-2.84217	-3.2809784	1.121165	198
32	0.6968090429856532	3.948561535768998	0.015471531738696406	8.445486960816375	387	0.0014371140864384748	6	707	-2.6409621	-2.5638087	-5.2299705	-3.1520977	-2.8541718	-3.2882023	1.1091704	217
33	0.8515405612258589	1.3670885431039645	0.12643020399810354	4.79128337739346	122	0.00030787716355942324	3	726	-2.7143416	-2.338497	-5.2585335	-3.0276344	-2.7972004	-3.2272415	1.1623101	75
34	0.8585016437795169	1.6214233758291383	0.09572950816109065	5.8836849170295835	343	0.001460296505633499	5	543	-2.5481791	-2.607163	-5.2200265	-3.2219636	-2.8270092	-3.2848682	1.1136005	205
35	0.8073416868684027	3.694553285634811	0.011932335999497253	6.276080117044343	363	0.3772083934077408	2	754	-2.6126018	-2.5641584	-5.2412252	-3.1412377	-2.772591	-3.2663627	1.1269475	161
36	0.697299087003528	3.6573300359174525	0.18306063289652705	4.399892893385866	231	0.0030443851661161384	8	829	-2.699735	-2.5450838	-5.2413654	-3.2147658	-2.7878947	-3.2977688	1.1145188	235
37	0.8251883367517401	3.158238581240506	0.07941697804391601	4.8860158917415575	247	0.00017303366940056873	5	665	-2.5545971	-2.465391	-5.247768	-2.9974313	-2.8931298	-3.2316632	1.1488842	88
