	param_regressor__regressor__classifier__C	param_regressor__regressor__classifier__gamma	param_regressor__regressor__classifier__kernel	param_regressor__regressor__regressor__max_depth	param_regressor__regressor__regressor__max_features	param_regressor__regressor__regressor__min_samples_leaf	param_regressor__selector__estimator__alpha	param_regressor__selector__threshold	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
45	1.1970530605546528	2.8751942270644233	poly	6	0.4068053361740975	14	0.1432273264840832	1.5*mean	-2.2543894866451133	-2.586690336873356	-5.3697045085474775	-2.6757827057099175	-2.890191751122836	-3.15535175777974	1.125945223827644	38
46	5.543828856283605	0.38742012513680746	poly	7	0.3061413944091283	8	0.014146756469179556	0.5*mean	-2.17743218987996	-2.1447461331790807	-5.27151417355984	-2.700079477977552	-2.6117793459543828	-2.9811102641101628	1.1667679379198712	11
47	0.29900162416813575	0.2103554545117789	poly	19	0.5963243634045614	5	0.01110066430476573	0.5*median	-2.1256149842643173	-2.188247963596818	-5.2814185849023545	-2.708905023670961	-2.6485212309153523	-2.990541557469961	1.1692893212179318	14
48	0.2654485444349364	4.741037950493024	rbf	7	0.7815864184608561	9	0.002884128539754087	0.5*median	-3.5135101674616114	-3.1007229457642445	-5.635438391152691	-3.3418826179504872	-3.480093708762659	-3.8143295662183383	0.9220719927440364	47
49	3.8544584163647717	0.00018187980322102615	poly	8	0.443212508257632	18	0.012929656985008208	0.5*mean	-3.5135101674616114	-2.9237911852609133	-5.574792930989401	-4.141323597511126	-3.942722693900398	-4.019228115024689	0.8827542118336256	50
50	0.9385706002415828	0.19370102809768708	poly	7	0.6899152711945153	1	0.07177258674778837	0.5*mean	-2.1861867857449266	-2.2336552804568934	-5.237984614703172	-2.6084276065384358	-2.6024725461720823	-2.973745366723102	1.1459547809177713	8
51	1.2373052560063158	0.0026153247029537174	rbf	10	0.1067260393476291	5	0.005383021515834908	0.5*mean	-2.136141043416174	-2.3354993969264797	-5.2486095986452455	-2.694273564780552	-2.554629505579264	-2.993830621869543	1.1433015087748883	17
52	2.947635752855351	0.000347471474476659	rbf	17	0.1729182095719084	9	0.02558924939233808	median	-2.1268919622821274	-2.126780333669871	-5.244408809520172	-2.684265883023478	-2.538058558947169	-2.9440811094885637	1.1712936823401525	3
53	0.2097256409215699	0.4679542412783794	poly	18	0.19084010146073652	1	0.002315830608642656	0.5*mean	-2.1740471162381905	-2.192752363284561	-5.266928407383384	-2.6938143095075	-2.5386907980710327	-2.973246598896934	1.1641124045273874	7
54	0.6293578372998708	0.006071699139532616	poly	4	0.18816646579760454	15	0.014742925070514522	0.5*median	-2.164041014957712	-2.2464215697061647	-5.29298700634173	-2.736192056216903	-2.684607450620356	-3.0248498195685736	1.1567607194466247	29
55	9.82208873380061	0.00025766207699532323	poly	17	0.18437433273346765	13	0.014670559100701216	1.5*median	-2.698582878360014	-2.681035454022162	-5.579554790895455	-3.0625698587051686	-3.1618560560833915	-3.436719807613238	1.0884103086925272	43
56	1.45953023554894	6.451799587201592	poly	5	0.9770440269180681	12	0.015629888593065997	1.5*mean	-2.213931663079594	-2.2844099419635864	-5.274525135192373	-2.693956799137885	-2.638277412418846	-3.021020190358457	1.142430180031853	28
57	2.690388729724325	0.013156781714697544	poly	8	0.18827921691510452	4	0.022004305459630513	1.5*median	-2.135250467731597	-2.182931743425538	-5.288522156042338	-2.717756380177988	-2.639712947830121	-2.9928347390415166	1.1714894335183053	16
58	0.10075440929487245	0.042680340426529725	rbf	15	0.19777622143981355	5	0.00855087320258661	mean	-2.963224448049806	-2.986505992352174	-5.518575175408141	-3.2403451000270196	-3.3288190642567628	-3.60749395601878	0.9659605224619419	45
59	1.7429957884048888	0.00023154986029583403	rbf	14	0.31913258766608626	1	0.007335064648924391	mean	-2.167883205264271	-2.1953140716128763	-5.257601980162368	-2.6560272039019903	-2.585705029157253	-2.9725062980197516	1.1595587603340107	6
