	param_model_config__colsample_bytree	param_model_config__gamma	param_model_config__learning_rate	param_model_config__min_child_weight	param_model_config__n_estimators	param_model_config__reg_alpha	param_model_config__reg_lambda	param_model_conifg__max_depth	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.6305233157495829	3.921602081976562	0.03718635067633043	7.511186600478471	285	0.9814768764690818	0.7138871482375893	10	-2.5260458	-2.589469	-5.2329593	-3.0365312	-3.0760794	-3.2922173	1.1134905	83
1	0.799953000330224	3.4282269809926085	0.11109348598929245	4.4284701983368455	175	3.1212460622976557	3.068184185633249	7	-2.6163385	-2.5307705	-5.214442	-3.1077647	-2.9543211	-3.2847276	1.1044768	73
2	0.9718112764692486	1.3866604732126457	0.09479050316209708	3.2940465625462343	390	0.07110226594659112	1.068680189842134	6	-2.5983481	-2.6150143	-5.208634	-2.954614	-3.0747669	-3.2902756	1.0924689	80
3	0.9750517342483087	2.299246397351635	0.03165487642590819	4.21727716938495	357	0.53728386380407	0.0572440879667854	9	-2.572925	-2.5773838	-5.2308774	-2.9356565	-3.0740118	-3.2781708	1.1136128	63
4	0.739502550261886	1.4549220681622486	0.03809934967341577	9.621223560168982	192	1.3125743984880438	0.10497772322989421	5	-2.5373294	-2.5634212	-5.2347302	-3.0407996	-2.9439585	-3.264048	1.1241534	41
5	0.8188940505772184	1.620025285491775	0.02332527886896	9.288941861181236	375	4.5788704115200325	0.33701124172585145	7	-2.543575	-2.6034305	-5.220732	-3.0317192	-3.0173485	-3.283361	1.1064676	70
6	0.917427999318992	1.7821949976048057	0.024589525418001294	5.535596294984833	121	2.692284110724657	0.09089404764894317	2	-2.5285575	-2.554579	-5.219279	-3.0045981	-3.090245	-3.2794518	1.1139518	65
7	0.8669043066867064	2.25355643463159	0.10400670833592895	7.161660315583974	242	34.21753080271123	3.35797812661897	5	-2.694569	-2.734076	-5.2523584	-3.334984	-3.253322	-3.453862	1.0468471	186
8	0.8596475410240729	2.8313262853927164	0.1348918260744495	2.29265214134331	315	2.744632980292315	2.8031394193931862	10	-2.531009	-2.5675313	-5.226055	-3.050742	-3.025896	-3.2802467	1.1149952	67
9	0.6382393412049031	4.014585342113254	0.03338254845003212	7.142067559747612	309	0.15850489188129138	0.12919345593713957	6	-2.5662265	-2.62282	-5.2280293	-3.0887487	-3.054599	-3.312085	1.0975441	126
10	0.9805344564166718	1.3639775439783277	0.04746589434311444	8.812931926306458	326	0.8556682430366354	0.5056588918766836	6	-2.5411067	-2.5646093	-5.2304807	-2.9653606	-2.9877548	-3.2578626	1.1229511	28
11	0.8699675079467151	4.022347340092471	0.16665257960811075	1.365902284930172	205	0.07281071032095678	0.044689209812777686	7	-2.5737252	-2.6759539	-5.2302094	-2.860373	-2.9255836	-3.2531688	1.1141264	24
12	0.886896892910092	0.8210231025142959	0.07195338742509158	1.623268630088519	362	0.5621073258712079	0.567779734944974	10	-2.6015325	-2.510645	-5.226723	-2.9887934	-3.0568082	-3.2769005	1.1154063	60
13	0.616629200640999	3.813123746413917	0.046553260451671845	2.60583179281884	299	0.5165673804804898	0.0160431999878904	4	-2.5220606	-2.6527693	-5.2194433	-3.0857306	-3.054241	-3.306849	1.097091	113
14	0.9313812779984502	4.714865414138098	0.014679937343403235	3.073876069691975	315	0.4499767354924461	8.955280345192081	6	-2.5872028	-2.6014035	-5.232096	-3.1187186	-2.9672577	-3.3013358	1.1037078	101
15	0.8299450350356596	0.9306662454744249	0.10416093996506437	8.712780635005842	283	0.9337640648614388	8.869500572732953	7	-2.4505386	-2.69358	-5.2346063	-3.084213	-3.058371	-3.3042617	1.1109555	106
16	0.7097034372777685	0.9285952104903784	0.13823378745957354	9.182642173847638	261	0.4297395000833836	4.575284645014641	2	-2.522477	-2.7088966	-5.2151246	-3.0253289	-3.0351422	-3.301394	1.0916996	102
17	0.8340399210699656	0.9079989497240474	0.03232024590276139	9.500994361545347	108	0.04067073116127244	0.013533807138955412	5	-2.4822352	-2.502529	-5.244381	-2.9873357	-2.9358008	-3.230456	1.1501669	11
18	0.8113730223320909	4.126280601622618	0.06771388911688546	8.76599851677269	331	0.035722788478791394	0.01218373588643852	10	-2.6984503	-2.6233842	-5.231348	-3.0582895	-3.0200448	-3.3263035	1.0820254	147
19	0.6395092947097226	2.8771553826287035	0.0190542553567716	1.1061170795046733	111	30.163260054041306	46.928992519002094	7	-2.8342178	-2.856425	-5.284276	-3.4536202	-3.251273	-3.5359623	1.0122555	195
20	0.8205812335329649	0.4514094313244339	0.027697363584675772	3.1861215466814583	323	7.070167871422788	0.19809094355792942	4	-2.443382	-2.5168417	-5.2371225	-3.0657713	-2.9122229	-3.2350678	1.1493181	12
21	0.9490508732576748	0.21712482809742123	0.022560749749812765	3.494976244248657	177	0.4633671695781121	3.67792285448358	2	-2.5520701	-2.5307775	-5.214671	-3.0325832	-3.0964499	-3.2853103	1.1100601	75
22	0.7295195611457219	3.725475296138409	0.01727944198243881	7.264197443668831	161	0.054226610784048515	2.5471053619943316	2	-2.5590618	-2.5920036	-5.2325907	-3.0435247	-3.050147	-3.2954655	1.1082935	92
23	0.875614867091782	2.909797231430488	0.10044932807469509	4.537434268037864	280	0.05794889986916388	25.019451965477465	10	-2.5443237	-2.5189154	-5.235045	-3.1203203	-2.8962715	-3.2629752	1.1307039	38
24	0.7904005202855966	3.9718009547180015	0.014670639928338336	8.442948192802872	374	30.138667114325322	10.854005417990594	8	-2.7682757	-2.787492	-5.265625	-3.3951027	-3.2594173	-3.4951825	1.0282615	191
25	0.7530044555719335	3.2856288102803006	0.05955537095415104	7.767582050279868	257	0.7816647069723751	0.07867528840302082	6	-2.5876305	-2.6294084	-5.2397175	-3.0592303	-3.0183523	-3.306868	1.1018991	114
26	0.8414238206781945	1.5091417163875114	0.07495015258623781	7.4084390810325536	191	0.010360681065398888	0.03488803411698116	7	-2.6281528	-2.5469053	-5.227664	-3.0687022	-3.1006155	-3.314408	1.09848	130
27	0.708878336622195	1.3868402951123036	0.06203658105992845	2.334652654064514	290	10.678571721951554	2.261533744858995	5	-2.4893012	-2.556123	-5.233518	-3.2013426	-2.9407253	-3.2842019	1.1276792	71
28	0.9241427907575803	0.546065891588694	0.014747013994261121	7.1163709076281165	312	20.551071531789308	0.5127962536296722	6	-2.4905868	-2.595545	-5.2324085	-3.248043	-3.1208346	-3.3374836	1.1083077	160
29	0.7046076258567096	3.785957822969411	0.16584421645302796	7.081161694066252	226	8.039845256464341	0.034583094733160936	4	-2.565804	-2.6186364	-5.241998	-3.1241295	-3.0622537	-3.3225644	1.102221	140
30	0.7215288388154071	2.456533867254308	0.025695863952666848	1.3421998892699376	374	0.09047212658941944	13.573191098483154	9	-2.5222259	-2.496409	-5.2287707	-3.0844662	-2.9634616	-3.2590668	1.131612	30
31	0.8719074156652017	0.6982624090745744	0.013199028790462086	6.696581161143533	224	0.14076999266355286	6.154888039637078	3	-2.4815326	-2.5325766	-5.2047267	-2.9878867	-3.0795648	-3.2572575	1.1206788	26
32	0.6814035220670667	1.526440281326303	0.05151843153164804	7.446615778027911	278	0.1632801235722974	0.013504391284446887	6	-2.5552468	-2.6216133	-5.2291474	-3.1078193	-3.067756	-3.3163166	1.0984097	134
33	0.8331176099006692	3.1774827318748833	0.08520662666687567	3.1892294575793803	295	0.2496575175605968	0.042426907381572655	6	-2.623701	-2.577457	-5.2274337	-2.9244561	-3.0070648	-3.2720227	1.1087583	52
34	0.7445860314514147	4.3950075667989035	0.026657465235421483	9.000897371956983	264	0.1648710458152589	0.01660387682587548	5	-2.6731784	-2.580678	-5.237369	-3.093918	-3.0523481	-3.3274987	1.0913007	149
35	0.7691866098893082	3.1994086428419606	0.15006897713540357	6.3925074836769635	393	0.05615673931673944	27.184524575427425	10	-2.486138	-2.614785	-5.221743	-3.0976076	-2.9397788	-3.2720103	1.117116	51
36	0.6539458525587587	4.810829195845826	0.04895680994458457	1.3885294203776932	295	0.09540823661422747	18.272516715182366	2	-2.5440648	-2.5955667	-5.2371516	-3.0934198	-2.969282	-3.287897	1.1148473	77
37	0.7104704146064071	4.229081550910175	0.19448401720208583	7.228079679780591	280	32.22610504398771	0.021761337914213082	2	-2.7565708	-2.795657	-5.2766247	-3.3332162	-3.2687428	-3.4861627	1.035075	189
38	0.6859151404834842	3.839053156627311	0.16616576148613318	5.2274142525089555	184	0.07494872497544942	0.011103339560617527	2	-2.6783304	-2.6318576	-5.256349	-3.0193527	-3.1586246	-3.348903	1.0893785	167
39	0.7557791616122147	2.741377833340016	0.1446012177623853	8.408009004944876	273	16.57651448633289	5.961731365064364	5	-2.5759363	-2.6372318	-5.2447004	-3.2161891	-3.1336522	-3.3615422	1.0910028	172
40	0.8784114739824427	4.466872147315427	0.015023518596342333	5.245644877652068	193	0.7382054647873072	12.044083870757351	10	-2.6053846	-2.6094282	-5.232826	-3.1180618	-3.015234	-3.3161874	1.0963668	133
41	0.8658363022195431	1.9335794975618112	0.10207656870745763	2.761968963902088	360	0.36389074991542725	0.23624386143456733	9	-2.5802698	-2.619228	-5.2259436	-2.9210541	-3.0748858	-3.2842762	1.1049616	72
42	0.9740698745377079	1.6486308414883595	0.1451409187155974	5.718727787370591	287	8.574631339962693	0.0155663573671848	7	-2.474839	-2.6033053	-5.23267	-3.0864394	-3.0821722	-3.295885	1.1174144	96
43	0.8586448033872585	3.900121079474675	0.041792142882728145	5.038673122039158	121	0.01420020574325779	5.634308681598672	6	-2.5528755	-2.586036	-5.234555	-3.0457003	-3.0459685	-3.2930272	1.1112379	84
44	0.9355183032443912	4.578207699740503	0.015929675561645894	5.916145860052961	263	0.7736136920474992	0.5321627075185553	2	-2.6592717	-2.6099186	-5.2270393	-3.0881772	-3.0904987	-3.3349807	1.0819967	156
45	0.8050188013765548	3.9847927912475307	0.0903472121312359	1.9736544829027687	114	33.88459906622478	0.36442802348662556	9	-2.752392	-2.8029923	-5.263167	-3.3681946	-3.1874819	-3.474846	1.0326388	188
