	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.5746916304788343	0.47747954981010315	0.6126179438899441	0.7793289859722639	0.6140027442037538	0.6116241708709799
pearsonr	0.7523400265979131	0.6800115861183547	0.6186189529973964	0.6400490416172567	0.6090012585184175	0.6600041731698676
