	best_combo	RMSE	pearsonr
0	{'regressor__regressor__alpha': 0.02, 'regressor__selector__estimator__n_clusters': 400}	42.625657973426335	0.6177700509738502
1	{'regressor__regressor__alpha': 0.02, 'regressor__selector__estimator__n_clusters': 1000}	29.399520693152198	0.18007468317727252
2	{'regressor__regressor__alpha': 0.02, 'regressor__selector__estimator__n_clusters': 600}	3689.1094953469988	0.0218520179216826
3	{'regressor__regressor__alpha': 0.02, 'regressor__selector__estimator__n_clusters': 600}	87.9060586873372	0.5910486491792859
4	{'regressor__regressor__alpha': 0.06, 'regressor__selector__estimator__n_clusters': 400}	30.452574153708248	0.4799628709658752
5	{'regressor__regressor__alpha': 0.02, 'regressor__selector__estimator__n_clusters': 1000}	110.54277182918811	0.4226472278097301
6	{'regressor__regressor__alpha': 0.02, 'regressor__selector__estimator__n_clusters': 400}	31.37141031976719	0.7448726620230649
