	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.19100570701615405	3.619813481667894	0.040853333763899685	1.9886845406501465	0.5549305089710863	1.2790575144138363
pearsonr	0.9516634642893008	0.0028619760126631466	-0.00949598696305265	0.3668355689908068	0.5558431822848346	0.37354164092291053
