	param_regressor__regressor__classifier__C	param_regressor__regressor__classifier__gamma	param_regressor__regressor__classifier__kernel	param_regressor__regressor__regressor__colsample_bytree	param_regressor__regressor__regressor__gamma	param_regressor__regressor__regressor__learning_rate	param_regressor__regressor__regressor__max_depth	param_regressor__regressor__regressor__min_child_weight	param_regressor__regressor__regressor__n_estimators	param_regressor__regressor__regressor__reg_alpha	param_regressor__regressor__regressor__reg_lambda	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.1421073623993574	0.7935859334260503	poly	0.991289158831433	2.3323660753082383	0.02516134464926371	9	5.510084172939441	92	0.09838926933404911	0.00998918377985214	-37.34829440091579	-223.73626686966097	-2.4599923583366765	-178.1624299024899	-0.30360972474651554	-88.40211865122996	93.9426787645813	15
1	2.2827586243750053	1.0439872157972168	rbf	0.7571769239483367	3.4042190724008785	0.07493849020990138	7	9.365753720558093	233	0.012362363115846198	0.025246179740589205	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	30
2	7.948020906836666	0.0014174716941154197	rbf	0.916305404630686	4.694383744541781	0.038365054776875816	5	7.753688731918314	307	0.53728386380407	0.0006597757684493768	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	30
3	0.9583668393289841	0.0072765153011929845	poly	0.739502550261886	1.4549220681622486	0.03809934967341577	9	3.8259520949139594	297	0.033721063755484455	0.00021579053911816436	-37.34829440091579	-187.79812782967582	-2.4599923583366765	-178.1624299024899	-0.30360972474651554	-81.21449084323294	84.18082853760536	4
4	1.2429974934909387	0.0035566916037075296	poly	0.7481404331952141	2.349555591668014	0.08627048905323088	7	8.142129984677318	180	0.7313326467010689	0.03111883251747103	-37.34829440091579	-223.73626686966097	-2.4599923583366765	-178.1624299024899	-0.30360972474651554	-88.40211865122996	93.9426787645813	15
5	2.0603672149455856	0.0019755082811462347	poly	0.6005707522251033	0.5520854946490852	0.08374201081949809	5	7.26544417165272	174	0.6461903812480768	0.6545843596375174	-37.34829440091579	-223.73626686966097	-2.4599923583366765	-178.1624299024899	-0.30360972474651554	-88.40211865122996	93.9426787645813	15
6	0.20299172220124867	0.17603306988090964	poly	0.6940481629029858	4.828357897727021	0.1696430556626937	9	6.933099882684021	89	12.959765036755972	0.0003345357762975642	-37.34829440091579	-223.73626686966097	-2.4599923583366765	-178.1624299024899	-0.30360972474651554	-88.40211865122996	93.9426787645813	15
7	0.4144453913207415	0.020652944157466043	rbf	0.919557987111286	2.071703573097981	0.07724857183263156	3	3.919835527051987	247	8.067005935657864	0.6387700779170631	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	30
8	0.32802670507633136	0.03975652636539441	rbf	0.9185562803130194	2.6597116272078987	0.039746036974966426	6	7.074268928801089	284	29.76766216360629	0.00014541969778501752	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	30
9	5.640835693221089	0.002414434133743	rbf	0.6703117543362407	2.052678370583705	0.12444727957753517	6	6.928734330587309	283	0.6835215526584943	0.007802310570167473	-38.12159523720332	-226.4736128338545	-2.4599923583366765	-180.18088860196747	-0.30360972474651554	-89.5079397512217	95.03314505957252	30
