	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.538004590478289	0.8475660605682768	1.0036426328697456	0.7039166567242542	0.7169109904922791	0.762008186226569
pearsonr	0.5756249727197771	0.5369330259459331	0.5332990750772397	0.6248998216034293	0.5602930036586854	0.566209979801013
