	param_regressor__regressor__alpha	param_regressor__regressor__l1_ratio	param_regressor__selector__estimator__n_clusters	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.0016804793969486251	0.20140453716370432	567	-3.7910144428409387	-35.86927715556394	-24.616037123000165	-5.551262261408057	-3.00095813090436	-14.565709822743495	13.31126490613086	86
1	0.7760820991426709	0.022177281935498117	685	-2.7108562216994794	-2.6616461083582825	-5.301404510318235	-3.2296427897064426	-3.083615486538726	-3.3974330233242327	0.9761672521594004	47
2	0.038980498747312416	0.03022952868785433	866	-2.6642336772740083	-2.8790214364700497	-5.453034854375302	-163.33847102894322	-2.968224390136757	-35.460597077439864	63.94703940496737	96
3	0.017335134327422393	0.001114302396878279	986	-3.7840786952009244	-94.17572184774379	-5.696518517070317	-308.28971276348494	-3.167954706368016	-83.0227973059736	117.90207354461597	107
4	0.10153368026448513	0.236831806096408	928	-2.602013686545598	-2.4970989857630435	-5.298618583636336	-3.0955032681825756	-2.8874709470567157	-3.2761410942368534	1.033001846195265	30
5	0.014482611326903276	0.09820545245004282	506	-2.4665815658903867	-2.6637773200983057	-5.342022374128663	-3.104947742239618	-2.7908797162175447	-3.2736417437149035	1.054798181589376	29
6	0.4865862874958168	0.0042696481004083795	825	-2.5690928027303643	-2.4111527272421682	-5.288702093166806	-3.1159886514935193	-2.8701417736495	-3.2510156096564713	1.0474589957921367	24
7	0.5572520772827421	0.005966726560955354	612	-2.6476424680352126	-2.5236841250944066	-5.282394204857492	-3.107767856935393	-2.9651585867853907	-3.3053294483415785	1.0106486456060617	34
8	0.05945209197180284	0.6410810795593402	812	-2.6453152559131565	-2.6104858790022623	-5.334075024558741	-3.1799025940817276	-2.9841007284877725	-3.350775896408732	1.014182214505725	42
9	0.003267338081358084	0.21682391449152674	994	-4.3454248025053	-72.83712962478016	-8.386407526201364	-2067.923193098912	-3.553896041732738	-431.40921021882633	818.6750138394607	117
10	0.0024740862612179474	0.03517934068104829	572	-5.823549969427661	-123.7651285503356	-48.132658801534006	-4.82269871006353	-3.111286881861414	-37.13106458264444	46.49264966925231	97
11	0.01137806873879027	0.0037257988306592066	900	-4.581396893905252	-327.36998522712764	-5.892355681362037	-43.54919295382511	-3.6532342041979353	-77.00923299208361	126.08297646987882	106
12	0.004028783136467884	0.028173542095451424	592	-4.909125399449553	-55.14816318217824	-19.44438581610103	-5.227182241170166	-2.975590615628915	-17.54088945090558	19.704147352122806	88
13	0.6459788432970658	0.01072286678033	733	-2.6204775751059177	-2.506739602640842	-5.287455228144475	-3.151275401268919	-2.964545642954154	-3.3060986900228615	1.0173940956836678	35
14	0.29882226839951503	0.1865396418233756	651	-2.8178947472029194	-2.819823892367611	-5.345468413956085	-3.3436954394247183	-3.200108971573974	-3.505398292905062	0.9431734535017948	52
15	0.0033924518386098017	0.002640079019149757	856	-5.411008147749723	-93.18793121643296	-8.044929190548313	-12.930669201397627	-4.439029137888612	-24.802713378803446	34.319162723417975	93
16	0.02176746432835194	0.011035288550905548	719	-2.801138287013698	-2.9936691779824103	-5.514975604382075	-3.6944850842023107	-3.1713633754419797	-3.635126305804495	0.9858434122957138	58
17	0.006842623344352976	0.5258214121416745	775	-2.4840586505893323	-2.4134496382516457	-5.364196484998987	-4.973345348534246	-2.9539369653029075	-3.637797417535424	1.2697990204164882	59
18	0.13336992310608964	0.016598850660723606	729	-2.541554814045923	-2.3317401944409397	-5.296975997251321	-3.1036885031035144	-2.857069151868542	-3.2262057321420485	1.0684734208161502	11
19	0.22100302755107729	0.010332526426602177	915	-2.541631687255668	-2.379082116473289	-5.285113563589404	-3.119347175910717	-2.816000064598163	-3.2282349215654484	1.0587755526293054	13
20	0.01769275055719865	0.018190610413944725	521	-2.5999959201280722	-3.2013467688312383	-5.422342722927813	-3.1825747247738763	-2.8076973276223214	-3.4427914928566645	1.0157047178932455	50
21	0.08726810419290941	0.005828407523661261	547	-2.5348093189486565	-2.3754575837614644	-5.280167661304474	-3.040908429705647	-2.76018160199381	-3.1983049191428106	1.0647236563483362	3
22	0.0010097534628492632	0.001873118892032499	733	-9.998246245294386	-4.88575291981138	-23.413922325478374	-259.60386770204894	-5.862068675978666	-60.75277157372235	99.64545446112322	99
23	0.20390894855858127	0.1053318884021406	642	-2.6586712841395053	-2.6209119786575386	-5.298461974407783	-3.1318256365483443	-2.9982208595755853	-3.3416183466657507	0.9976979661093494	41
24	0.6647910075612675	0.1041101659846105	899	-2.916398088663359	-2.910029801123161	-5.35344269959349	-3.445283881112817	-3.2980307502982984	-3.5846370441582245	0.9090516104630034	57
25	0.002845658457975523	0.08272837769950037	799	-5.446428646535528	-21.96018523771534	-6.257630249823491	-1159.5207505793442	-5.305038249178092	-239.69800659251933	459.9547616646215	113
26	0.004949971540048182	0.7091830501837787	543	-2.48951416975233	-2.3247151856230714	-5.35185468595577	-3.074327035132722	-2.729269600462258	-3.19393613538523	1.1080242922976502	2
27	0.021048350292659126	0.08862068415207149	539	-2.4912382302263687	-2.3733932047968462	-5.331628705315496	-3.078099015415311	-2.7449756595881256	-3.2038669630684296	1.0909899367901439	6
28	0.30614437330868366	0.002439678691746349	835	-2.5511200792779207	-2.3744046477170224	-5.283040155220787	-3.165462484264435	-2.8259970157619825	-3.2400048764484297	1.0559146032708935	18
29	0.001309556292979108	0.0019161112392231206	873	-5.699463804056369	-371.15974351529786	-7.99150252985043	-104.50669909169964	-5.408495970088874	-98.95318098219865	141.31393778244436	108
30	0.02724241112942528	0.002537261611459781	635	-2.8504430331664383	-5.110093703603979	-5.710702791872265	-3.414048747573389	-2.916302626948266	-4.000318180632867	1.1830495892633839	67
31	0.03039510917945343	0.014905946933599663	600	-2.684500261479392	-3.5798800822194066	-5.488664321218754	-3.1018658377830097	-2.804237667710067	-3.5318296340821256	1.0260347791064148	53
32	0.003082700072440592	0.016815913076835276	782	-5.782382513642301	-118.32088343161791	-5.746827709043221	-741.1236369203872	-5.287430689284569	-175.25223225279504	286.2836953127956	112
33	0.034344450941939934	0.3669343776726532	726	-2.532882002252197	-2.37529884464434	-5.291770724276576	-3.3842165769771753	-2.8573322624113993	-3.2883000821123374	1.0595334430414738	32
34	0.034935512819033024	0.0229516335919301	943	-2.8944617438027698	-9.827695936345217	-5.476411002288978	-68.6772648138282	-2.832926102884345	-17.9417519198299	25.495146426404673	89
35	0.029578340610101752	0.003823879137333872	849	-2.7646542723043313	-10.397612012345869	-5.653418958544883	-16.583224802025335	-3.1820671269837066	-7.716195434440825	5.198948563857808	78
36	0.23163769489242636	0.5947886633510258	835	-3.0035965520989274	-3.031910121373706	-5.382304193972801	-3.5673246692642677	-3.418394154905248	-3.6807059383229905	0.8782382980179421	60
37	0.01261043018402481	0.013805528493177906	988	-4.375184312002607	-83.3769826768154	-5.693158168576991	-1594.2023785779131	-3.1953467653107817	-338.16861010012383	628.7614277843647	114
38	0.02544038671605283	0.22585259705374372	957	-2.5894171531866497	-2.444434917990197	-5.352334757651987	-7.708529291819296	-2.8659110709955704	-4.192125438328739	2.053929028752112	69
39	0.3064630085700708	0.2109565233612685	576	-2.8604242614538915	-2.963147077958642	-5.361253687093263	-3.3894930113152015	-3.247075654218732	-3.5642787384079453	0.9183743475446043	55
40	0.0016017229896728702	0.011346795536115372	725	-25.274910934390753	-5.113610720771037	-31.129732116936715	-296.1504326203497	-10.726158742713121	-73.67896902703225	111.63440974643927	105
41	0.025177017176222404	0.6131346907257668	976	-2.590386054880478	-2.416271426036357	-5.304991361884548	-3.049180343999799	-2.82085247018182	-3.2363363313966005	1.0561009465431102	17
42	0.14163318332713004	0.26675066475784026	621	-2.7233582376451984	-2.7421582708645875	-5.318586513390468	-3.21284130631341	-3.0568891947598384	-3.4107667045947005	0.9719822854532019	48
43	0.03286329185447855	0.0033659909927206085	699	-2.918152561771475	-2.78943679153617	-5.460043979354588	-3.5973684170114435	-3.0381097944790776	-3.5606223088305513	0.9889051283664596	54
44	0.023346226948924284	0.0014586765169147654	899	-3.40282334095484	-69.34240085417454	-5.626318392893738	-16.215593022269765	-3.291030100923681	-19.575633142243312	25.335163284098183	90
45	0.2527402524021293	0.01557671174496083	912	-2.5376924477271103	-2.369302712733273	-5.282902985007442	-3.089148541150136	-2.8290339995245577	-3.2216161372285037	1.0596944516526827	9
46	0.605805170769007	0.002391001440633527	788	-2.57130983706003	-2.452338930527112	-5.279960558056383	-3.1208087812292415	-2.9172835407272912	-3.2683403295200115	1.0337632379933643	26
