	split 0	split 1	split 2	split 3	split 4	mean
RMSE	1.1725729998911472	1.4367967556325778	0.06653974379389342	0.031150437247181736	0.03432073203994392	0.5482761337209487
pearsonr	0.829363992558286	0.667776221254269		-0.0012859892798725747	0.004563308951000276	0.37510438337092067
