	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.399522485641057	0.4044201697006403	0.40161199559209004	0.3134844354019298	0.3009533032544181	0.36399847791802703
pearsonr	0.7757460288513273	0.7262606310391674	0.7385974078607868	0.7961962534277202	0.8583855993101737	0.7790371840978351
