	param_model_config__colsample_bytree	param_model_config__gamma	param_model_config__learning_rate	param_model_config__min_child_weight	param_model_config__n_estimators	param_model_config__reg_lambda	param_model_conifg__max_depth	param_selector_estimator_config__n_clusters	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
122	0.8182712663074956	0.7775741647084111	0.10161394884428795	9.315213092248317	186	0.030768233717729958	4	235	-37.57699	-226.27109	-2.472441	-179.22134	-0.49897188	-89.20817	106.00331	60
123	0.8955273354881299	0.3855410480550766	0.07549299797387599	8.328234201343875	314	0.00568074804689466	8	219	-37.65944	-226.36107	-2.463329	-179.06895	-0.48328492	-89.207214	105.99519	59
124	0.8188306735558554	1.0149529348696407	0.023537059131713403	6.334623625697528	310	0.3786007755867611	4	219	-37.70937	-226.34755	-2.4782832	-179.0804	-0.5919957	-89.24152	105.961365	70
125	0.9964134371669893	1.1536116000055747	0.03788292118495728	7.901510373674803	354	0.0007945496411585742	10	219	-37.91573	-226.38907	-2.4410422	-178.99611	-0.45755786	-89.2399	105.96767	68
126	0.8045033082531594	1.5744999573153666	0.022479020415409712	6.9537860955871	288	0.41686931392295473	3	202	-37.918068	-226.31818	-2.5053742	-179.29575	-0.47787377	-89.30305	105.99056	93
127	0.7606402968931333	2.234985365869704	0.02051567762260197	7.926376322138235	135	0.0050378130578180545	5	207	-38.033314	-226.3828	-2.4825492	-179.72906	-0.42132625	-89.409805	106.106094	180
128	0.8970004559101596	1.2699208442184098	0.016811493758386985	6.224781514656054	150	0.008688761524964873	9	155	-37.989597	-226.384	-2.4799254	-179.88333	-0.32592776	-89.41255	106.16516	184
129	0.7295957334768123	4.953139433518604	0.016559857585907445	3.7340591580465965	111	0.042127171742580884	3	196	-37.739357	-221.2548	-2.4630623	-179.71928	-0.30526617	-88.29636	104.524994	8
130	0.680459740347582	2.13943998822943	0.1755604738868544	8.210216926615281	226	0.00361882915117401	9	197	-37.972095	-226.33176	-2.4404688	-179.26585	-0.5563118	-89.3133	105.97893	104
131	0.647789714971761	3.777666529153289	0.013059078750376521	9.124861984232753	162	0.24685637041381783	5	192	-38.061512	-226.36877	-2.4582436	-179.95049	-0.45033482	-89.45788	106.1442	208
132	0.7178735240876686	3.7308827250987564	0.03536242523050832	8.225974302594588	72	0.12335608011711707	4	230	-37.980556	-226.32364	-2.4647276	-180.00626	-0.3797579	-89.430984	106.16482	198
133	0.8170091233318959	2.401774907854715	0.08810324558191046	8.188376825888824	215	0.00016040037776393282	8	158	-37.944473	-226.3021	-2.5109105	-179.22379	-0.4043821	-89.27714	105.98116	81
134	0.7966066562595093	3.831404970899783	0.023327126832360198	4.107401857761618	226	0.797214430147423	3	240	-37.88845	-226.23419	-2.5901747	-179.47897	-0.34451088	-89.30727	106.016556	97
135	0.8192948460714483	0.4921547339938257	0.08183124764449518	3.957880848311391	398	0.0001669991869913044	10	179	-95.59502	-207.20262	-2.4834452	-179.42752	-0.3385996	-97.009445	96.45944	252
136	0.6051982632804481	4.442349896151045	0.05974503940929069	6.677391791187489	132	0.0014079621647729939	10	249	-37.97623	-226.37465	-2.5344183	-179.07303	-0.7575631	-89.343185	105.890045	124
137	0.7526938433063647	4.109647832684663	0.023412952372856757	4.5969911498438405	252	0.00031939454245786885	6	205	-37.747288	-226.31882	-2.5386431	-179.65796	-0.42310417	-89.33716	106.09315	119
138	0.8241883792456891	1.1804235232999547	0.10204372886058904	2.1398573515797135	264	0.00017963837356461596	7	250	-102.56738	-226.36624	-2.4773953	-176.28761	-0.3633496	-101.61239	101.51347	282
