	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.31426461547919754	0.2507426906138543	0.3358299984176348	0.3041056876571593	0.5493630972318586	0.3508612178799409
pearsonr	0.8564114406281567	0.8301870170579717	0.8278692221119933	0.7927741371980108	0.7780310997817703	0.8170545833555807
