	param_regressor__regressor__C	param_regressor__regressor__epsilon	param_regressor__regressor__gamma	param_regressor__regressor__kernel	param_regressor__selector__estimator__n_components	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.1421073623993574	1.3172711156111805	0.015561310098067912	poly	113	-3057246366.919602	-225.5377555934003	-2.7881580938394985	-179.65994065547136	-1.2622403712584798	-611449355.2335393	1222898505.8430347	66
1	9.036058293737208	0.142555337175474	0.032033347004714594	rbf	52	-38.108167920157804	-226.4596498009965	-2.4467074303931007	-180.16572263284627	-0.3327594537421163	-89.50260144762716	95.02464084507412	9
2	0.34425317961148044	0.09989183779852141	0.24897169764256202	poly	145	-19051175967.07623	-224.96538621281528	-2.54248437815977	-179.80010058779808	-0.3068286464056626	-3810235274.9382057	7620470346.069012	75
3	0.5779393515080472	0.0018354619576988673	0.0027588494169594486	poly	198	-300346967456.1177	-225.85474537366073	-2.5120602544154935	-179.951075033308	-0.30354033693549887	-60069393572.947815	120138786941.58493	90
4	0.26715955239073574	0.06434219125545071	4.52928968709807	poly	122	-29470460341.886787	-225.70851035503722	-2.5463696701103693	-179.92252713473562	-0.30610848019396664	-5894092150.074061	11788184095.906363	78
5	1.5889046459932465	6.317103633551272	0.0014174716941154197	rbf	48	-45.16845942051581	-224.53839540536788	-45.518985616754286	-178.417045569548	-49.51305163116133	-108.63118752866947	77.21420685517641	56
6	6.5804675185866905	0.003409398635747367	0.041405964302421175	rbf	93	-38.11790926480123	-226.46980981260242	-2.4561232830182016	-180.177259645976	-0.3038557533475948	-89.50499155194909	95.03241758803911	21
7	2.1778425655735942	0.07430387087024326	0.0010574149626882932	poly	182	-186895903383.6567	-226.11967680069085	-2.454211434848964	-179.91974456202288	-0.3027239917055484	-37379180758.490616	74758361312.58304	89
8	0.555609136573991	0.08120908540703026	0.006752303101068003	poly	71	-377592158201.51807	-225.92585067731412	-2.504835149805001	-179.91204452611603	-0.3029968947514855	-75518431722.03275	151036863239.74268	92
9	8.23810755690602	0.005227662863531311	0.0005171049959220246	rbf	173	-37.570235958368755	-226.0081145278989	-2.448320413477462	-179.6876815628073	-0.30436835238744864	-89.20374416298797	94.86664368185707	1
10	1.2429974934909387	0.017411531294131314	0.0025917829778016174	poly	14	-2537474878597.4443	-224.04765675434894	-2.5308724574715855	-177.36337953064358	-0.3036420884729411	-507494975800.338	1014989951398.5533	96
11	0.7356721717486377	0.047318274864140156	8.533274731577373	poly	137	-11895657089.298418	-225.50378549761004	-2.5432019131632515	-179.87469404712834	-0.3055095918096068	-2379131499.505122	4758262794.896649	71
12	0.39872930173748916	0.10370998597921122	0.13070106279066934	poly	77	-3448670977.3605676	-226.29492787014047	-2.5508113577616043	-179.93013759534148	-0.3117129854047725	-689734277.2896316	1379468350.0354712	67
13	0.3298158644785717	0.04176343708829257	0.21692211670312928	poly	147	-29783943001.084126	-224.84284035808227	-2.5434953945376195	-179.8324991130168	-0.30498362257439404	-5956788681.72159	11913577159.681269	79
14	1.1186421865324792	0.6090344428435488	5.988824893867823	poly	153	-12139569712.907042	-225.46543189789975	-2.577034171430546	-179.67440591195515	-0.5250546489941067	-2427914024.2297935	4855827844.338625	72
15	0.20299172220124867	0.3948893400763682	0.06124457681995079	rbf	64	-38.099224973705994	-226.45457544240804	-2.4532477907481827	-180.15829195614035	-0.39438989121111745	-89.51194601084275	95.00996518031278	39
16	7.76419523779041	2.475161398519197	0.02299428878943003	poly	167	-26576898.39517843	-224.70812509499504	-4.27857300603225	-179.18970438664618	-3.6248699785997336	-5315462.03929018	10630718.178322641	62
17	0.18290319196163968	0.017176498238700252	0.020652944157466043	rbf	127	-38.120411459206906	-226.4726978757816	-2.4589951905928853	-180.17982261347962	-0.3028583455050342	-89.50695709691321	95.03312966198763	35
18	0.9368077122898703	0.003527804218278815	0.005220145985042671	rbf	110	-38.11931221109602	-226.4698065495426	-2.4581842818922657	-180.17894826317928	-0.3042285209751137	-89.50609596533705	95.03213960491028	25
19	0.2142904421487462	0.04566748452635582	0.01740216521544932	rbf	200	-38.11891266357755	-226.4714385674624	-2.4577084557241244	-180.17831910830907	-0.3024498196925996	-89.50576572295316	95.03295426813891	24
20	3.915447467808021	0.12290244195914835	0.020097937013251212	poly	116	-14427597539.609566	-226.19730048749096	-2.5516400091113107	-179.80921721568416	-0.30965011777948	-2885519589.6954746	5771038974.957046	74
21	5.9508349320949865	0.5008124070343285	1.005530492433656	poly	15	-5587664777658.979	-50993.88494782296		-inf	-1568959.2496936095			99
22	0.1205900898851218	3.1819027317917037	0.002414434133743	rbf	192	-37.95844431933216	-226.14564544092514	-6.2398202098675775	-179.8272600565909	-6.175421374605704	-91.26931828026429	93.10979410908577	50
23	3.922129363239759	0.7395523630830766	0.0005441740900330933	poly	86	-1162124.6206408758	-226.3230604055338	-2.47591534995741	-180.00177739603947	-0.6213472349914836	-232506.80854825248	464808.9150226176	61
24	0.13756379238218916	0.02680911720728221	1.1591716495135143	poly	168	-66494650013.26235	-224.59945386562984	-2.542318278168544	-179.84703915882136	-0.3045419197679483	-13298930084.111141	26597859964.575607	84
25	1.5838311313512836	0.8177962835568138	1.276844592405299	poly	150	-9731103616.694397	-225.26630057447522	-2.611500574490446	-179.6570303472384	-0.6965565931146834	-1946220804.9851565	3892441405.854621	69
26	0.10334430538642785	0.04797636442260973	0.020686217668581752	poly	153	-56210333438.354164	-225.59795359936706	-2.5427406509758472	-179.85510171512018	-0.3042827632839804	-11242066769.330849	22484133334.511658	83
27	4.232456866528223	0.04117127394661706	0.08582318018808102	poly	45	-35094551.60895276	-226.55346424737974	-29070294384.859035	-180.19541050536503	-0.365318994180203	-5821077868.716436	11624616204.259115	77
28	4.213519692218625	0.21056667493748818	0.017165746776051646	poly	178	-45964168023.45636	-224.76259006962354	-2.5340111903858964	-179.7550311275588	-0.3238726021531007	-9192833686.166372	18385667168.644993	81
29	1.2261502944306641	0.0471700528728711	0.0001246761305190476	rbf	44	-38.10591003119899	-226.446320717607	-2.45875723193984	-180.1522253806787	-0.30390521589949254	-89.49342371546479	95.02167569495424	5
30	0.9466639576437896	0.007626383872086291	0.056586812342162965	poly	23	-9114325705568680.0	-226.52581107223088	-3250265304568.216	-177.96886127999014	-0.38417003364487007	-1823515194174730.5	3645405473043679.0	98
31	0.9442890680039653	0.011275243659847802	0.04329412383922446	rbf	163	-38.1204378658202	-226.47256280012414	-2.4588563728839494	-180.17978773845977	-0.30266543463472073	-89.50686204238454	95.03314286234034	33
32	1.7654153660401806	0.32978260131059967	3.5470269061833384	rbf	74	-38.10227296017314	-226.45710111101292	-2.4524250167520454	-180.16153575751255	-0.37135158072844665	-89.50893728523582	95.01545541188385	38
33	1.4797883549116526	0.0045665790441195234	0.009077507232951506	poly	166	-68753989429.85062	-225.07566794402547	-2.5419398424751876	-179.9141393458213	-0.3050699355524156	-13750797967.537487	27501595731.156563	85
34	0.48616351410210656	0.6611217983352153	0.02062690115804832	rbf	189	-38.08206772062468	-226.43924158546227	-2.4705900798299227	-180.14052162576874	-0.5721804243186919	-89.54092028720086	94.96750046165043	40
35	1.1398956902288693	1.9353507040306444	0.15573460056236485	rbf	186	-37.987719594409434	-226.33265454190013	-3.215006508633949	-180.02212308656826	-2.347221942044459	-89.98094513471126	94.45686362946665	44
36	0.11127067848110303	0.125568106992023	0.3044244365919748	rbf	137	-38.11481348871641	-226.46794549792176	-2.4548542384355847	-180.1741069785248	-0.307444702620599	-89.50383298124385	95.03117216023738	16
37	0.18584073622356634	0.021155770341627217	0.08948067911703544	rbf	170	-38.12037590988188	-226.47257900659415	-2.4588662621229447	-180.17967372059505	-0.30266918820973093	-89.50683281748074	95.03312996036603	32
38	9.663076958322423	0.009255751085004288	0.00011295345893002526	poly	71	-38.113774402040555	-226.46689633847708	-2.459722607065895	-180.17039081221046	-0.3032220346933189	-89.50280123889746	95.0301738319308	10
39	7.132238797440274	0.06829893301610035	0.7197998019431542	rbf	68	-38.11512689694368	-226.46766377541962	-2.4546500054331997	-180.1744378907954	-0.30883848760403987	-89.5041434112392	95.03089597861629	18
40	0.23729329918354572	4.473122024480226	2.021814527488654	poly	115	-15664.55571749114	-224.1292885719734	-14.353657796991737	-177.9697985230322	-15.067826428533479	-3219.215257762334	6223.245322199709	60
41	0.17428694468009465	4.3939369131070425	0.00014196991860042802	rbf	43	-38.4342557539353	-225.8816105003731	-13.547623969123055	-179.52004997063	-14.252118345033264	-94.32713170781894	90.13962994207058	54
42	0.13889268531057544	0.027740991235729377	0.012316795007800219	poly	71	-372879260229.69727	-225.88951194550486	-2.5091298370793744	-179.8945026820213	-0.30269412563915676	-74575852127.65863	149151704051.01932	91
43	0.24944919775518418	0.3998122459735437	0.0353901551995392	poly	132	-11645351354.984047	-225.29875456700063	-2.5356252294939345	-179.66621884137817	-0.39056255028195813	-2329070352.575042	4658140501.204503	70
44	1.402348688989556	1.2035753500830397	0.009230840780093143	rbf	104	-38.04406438417685	-226.3977922699693	-2.587122515138443	-180.0948925164253	-1.0747046473089632	-89.63971526660377	94.8355807887363	43
45	9.038653563119032	0.006722403358185997	0.023988688418671664	rbf	14	-38.1140402380975	-225.69205025249238	-2.43448257024466	-180.11546737342562	-0.3089907662751366	-89.33300624010707	94.80005839533628	2
46	0.18024895053761217	2.0322492623067805	0.0015387908072870768	rbf	159	-37.98005463800141	-226.3077141422815	-3.308476913644891	-180.0027340987347	-2.488724167913793	-90.01754079211526	94.40339170792686	46
47	4.3784095552797995	0.0016107876632039406	0.00010215820192338262	poly	15	-38.11963618701698	-226.4714914263138	-2.4599140901426835	-180.1776898682568	-0.3035693036153914	-89.50646017506912	95.03215696220727	29
48	1.193580396206958	0.14192690836073354	0.036211635531716774	rbf	184	-38.1132535145746	-226.4665295597084	-2.453928987436443	-180.1726241952503	-0.31139581407629136	-89.5035464142092	95.03007760168705	12
49	0.10288533098492064	0.9227137826846207	0.017722402257682478	rbf	98	-38.064477637966164	-226.42271824172408	-2.514828916028198	-180.12148161647153	-0.8063690098696437	-89.58597508441191	94.90905106455115	41
50	0.5941697224201795	0.0010390600270943988	0.0005414406061689164	rbf	143	-38.11566142897801	-226.457397590955	-2.458375801991912	-180.16620148167783	-0.30365453923508035	-89.50025816856757	95.02659783727363	8
51	0.3502609192322518	0.011232640862723266	0.11123259100806157	rbf	200	-38.120799403676536	-226.47291734441626	-2.4592262976816333	-180.18010909190957	-0.30291302533129477	-89.50719303260306	95.03315303350128	37
52	4.340002555607569	0.35156802537704507	0.638886514335593	poly	25	-195.19938129061154	-17679.838348747562	-1.092397480072674e+65	-160.86485268380798	-30.358731397389167	-2.184794960145348e+64	4.369589920290696e+64	99
53	0.4123910014160544	0.009673298224760972	0.09555328026693849	rbf	43	-38.12072355971944	-226.4729007770383	-2.4592079678719463	-180.18010948811374	-0.30294573465096675	-89.50717750547888	95.03315375298486	36
54	0.6016254608708175	0.444000018163497	0.00011282820257781227	rbf	181	-38.08984919184243	-226.43783405834114	-2.4478234575834077	-180.14099838935743	-0.40075524897304027	-89.50345206921949	95.0026540556824	11
55	4.3031648984571955	0.3297620587844696	0.0016222322738670084	poly	96	-100953608464.57257	-225.7951496922791	-2.4786384651533395	-179.87378675471226	-0.35391126121699823	-20190721774.61481	40381443344.97888	88
56	1.3492851311262828	0.01641679549371883	0.02538787756085899	rbf	126	-38.11947108633636	-226.471915460551	-2.4581653191172137	-180.17909325287704	-0.303057030922149	-89.50634042996074	95.03298137823724	27
