	param_regressor__regressor__alpha	param_regressor__selector__estimator__n_components	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.002196046158480499	45	-55.755781737035626	-3111.6807594355064	-37.50454724757705	-93.35995590271466	-35.68442982404411	-666.7970948293756	1222.6176899125933	105
1	0.026796454274089585	231	-45.33694747839443	-3111.762698892204	-50.642974979220696	-93.38650521126418	-37.71477361503734	-667.768780035224	1222.1501519448457	125
2	1.7339689834274716	205	-52.79941821383625	-3112.029770435116	-26.256048347484395	-94.34448784346559	-43.34879087361437	-665.7557031427034	1223.3424025541224	32
3	0.2575795066186247	92	-51.253485323689745	-3111.8840032679136	-58.756849573268724	-93.84630990615575	-41.93342614119185	-671.534814842444	1220.30093348386	167
4	0.0024454616324727247	62	-61.463952357036575	-3111.5912878969807	-67.81630479015676	-93.35484355281723	-36.61357883882174	-674.1679934871627	1218.8453942406932	190
5	0.015915997542206003	187	-48.7238280197486	-3111.7526985432532	-44.2311779840368	-93.05170175500747	-36.90926487705748	-666.9337342358207	1222.5672291648061	108
6	0.23060407656600168	20	-51.31131225653983	-3111.8716006510954	-73.03126261018151	-93.83881063275363	-41.89121792705941	-674.3888408155259	1218.8740975556561	192
7	0.00197335409022739	270	-49.460582478218605	-3111.8417114417985	-33.640172747762634	-93.87705289065566	-36.31809179642193	-665.0275222709714	1223.598032482272	3
8	1.0234012755730395	64	-52.50615288655236	-3111.9910199738692	-25.742698778458134	-94.25062178445252	-43.13269554338635	-665.5246377933438	1223.440728651056	21
9	0.035396700925460406	172	-43.999898703330615	-3111.6718398197677	-57.31219568288228	-93.2169615808849	-37.83952053584357	-668.8080832645417	1221.5827673660135	135
10	0.014983710657095136	132	-49.5233181780576	-3111.7340126069275	-79.86629567915439	-93.11423583467415	-36.903837444865204	-674.2283399487358	1218.9202296809071	191
11	0.4883490226394251	221	-52.21044067549962	-3111.949807973904	-29.356279505493035	-94.05218777325189	-42.73562805042123	-666.060868795714	1223.1358119061063	94
12	0.28553271536325664	280	-51.52173743466815	-3111.8922263776476	-53.113082437409595	-93.87800392997315	-42.190339284940976	-670.5190778929278	1220.816337767714	157
13	15.771762462036975	215	-53.030724370560606	-3112.0661691436057	-26.521846958921024	-94.39067256440295	-43.57314614205258	-665.9165118359085	1223.2788497864985	46
14	2.2891588474871623	277	-52.947843415036154	-3112.0592510289866	-26.4356131419032	-94.37855489267287	-43.46679508497459	-665.8576115127147	1223.3053566081603	39
15	0.12421849705402561	112	-47.85002708745828	-3111.8360032744295	-62.752950288318914	-93.62755856955059	-40.38769301125158	-671.2908464462018	1220.4090422473369	165
16	18.149061773315008	299	-53.030724370560606	-3112.0661691436057	-26.521846958921024	-94.39067256440295	-43.57314614205258	-665.9165118359085	1223.2788497864985	46
