	param_regressor__regressor__alpha	param_regressor__regressor__l1_ratio	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
67	0.02015514537941078	0.13328650100302586	-113.88052469572365	-3678.0975608596327	-28.150526068404798	-1346.8693286137068	-33.81211680160774	-1040.1620114078153	1410.5089925943519	70
68	0.3143073978837393	0.0031414204053445767	-57.96798373187401	-3113.133654430833	-29.667638401910423	-105.79807594928255	-36.63959930953063	-668.6413903646861	1222.5359507862488	21
69	0.0921466556534323	0.24352404813234524	-51.63637466569454	-3112.193423720565	-78.35090525175048	-92.83182403928475	-36.981926430957905	-674.3988908216505	1219.0544841738256	33
70	0.04207158013923854	0.003066288084656188	-89.0231754298241	-3704.123697109865	-30.643393088895294	-412.4241212457503	-35.74914110629937	-854.3927055961269	1431.8403323548532	65
71	0.0012733878611488098	0.006787645817233583	-181.22491172004837	-3108.9838843075836	-1221048515.135419	-380.64047735056073	-85.50415794830833	-244210454.29777008	488419030.4201191	118
72	0.243582675667691	0.001355970966762103	-60.84878649265386	-3115.8585049885132	-29.717485355757287	-119.62831982786567	-36.35201368568715	-672.4810220700954	1222.0997263271431	28
73	0.0010574833750821818	0.011703163510013562	-182.02871788968338	-3108.9602429092097	-1232946601.5619922	-382.91003375043135	-86.58954101182745	-246590072.41010553	493178264.5772243	119
74	0.0015415430619761701	0.0027645139887526255	-180.18267024761425	-3109.014399873458	-1205465750.2408206	-377.77516995074797	-84.11281740504832	-241093900.26517558	482185924.9891354	116
75	0.001170873484855368	0.03549356703742122	-168.6342338106794	-3109.1819730824695	-1087089484.0515263	-369.6948410736805	-79.06845166102268	-217418642.1262052	434835420.9641246	113
76	0.11434275458061949	0.01826499606003336	-71.5945280959015	-3131.361328041455	-26.64777071156099	-131.77388696238492	-36.0622986991613	-679.4879625020927	1226.4913401762878	43
77	0.0024977776166548882	0.009525977654523628	-162.65842756845018	-3109.349500950038	-1006424083.7763251	-355.2590311444999	-72.66455045670833	-201285556.74156705	402569263.5189697	110
78	0.055465740833925234	0.6010932836201187	-52.63323913904973	-3111.9376000916122	-106.03050422721931	-92.94476678879059	-38.1790020470965	-680.3450224587538	1216.0524635476559	44
79	0.8555712985142641	0.005173132554798495	-46.67209883935492	-3111.716765380248	-39.83885645487783	-93.98688882030577	-37.49316585085276	-665.9415550691278	1223.0613350244062	6
80	0.0010746217116970103	0.2843891093429288	-113.57023515395133	-3116.114553633393	-203099693.5036168	-278.15439024557816	-47.37324240494173	-40620649.74320765	81239521.88838139	97
81	0.5463102268939567	0.02263736612236597	-45.62506540107914	-3111.7625615358356	-50.16214267502578	-93.08450085338674	-37.58377528943565	-667.6436091509526	1222.2112294354235	19
82	0.19011998348252948	0.36221131095926806	-48.11334130217804	-3111.753794082016	-53.26514807450493	-93.3478717138693	-40.28770421787388	-669.3535718780884	1221.3377622860403	24
83	0.06323389760249437	0.37840103824654275	-56.223521521768326	-3112.3357875209117	-83.39122297579245	-92.8669694886598	-36.965016045352094	-676.3565035104969	1218.1501813777836	38
84	0.0011765634040851142	0.006343926535034041	-182.15195812960008	-3108.9538416150235	-1239794769.2864096	-382.7842177994491	-86.65844401872998	-247959705.9669742	495917531.66099155	120
85	0.006591342447860372	0.002271838461403686	-140.3769626713755	-3110.0782416070037	-672950216.9819415	-305.93600636449526	-53.470649834819774	-134590765.36876038	269179725.8090168	106
86	0.49030734655438185	0.0012300562599876716	-52.66131646012941	-3112.0091352121844	-31.166963160645953	-99.72133809447097	-36.79536073959745	-666.4708227334056	1223.006697247129	12
87	0.09703052553531101	0.00162463100315644	-76.78317837116376	-3194.685777706365	-31.093634720982475	-213.48107544551573	-36.03552080489761	-710.4158374097849	1243.8889907865644	53
88	0.011636786631838125	0.01718570854109541	-173.32151089888114	-3384.6506134027354	-12705.103746339606	-186.99374943103342	-36.74636971579778	-3297.3631979576107	4869.884146219247	83
89	0.0034348854798818473	0.034610032884275714	-140.3239366066247	-3110.2836961502303	-627808525.7581631	-309.59369113017755	-55.141453808162176	-125562428.22018817	251123048.7715857	104
