	split 0	split 1	split 2	split 3	split 4	mean
RMSE	1.0275186785543804	1.5489027089115	0.13192117668947237	0.1227987496950427	0.12661998183175913	0.5915522591364311
pearsonr	0.7416450877382641	0.5064425830920102		0.11496848597676762	0.03469454971500192	0.349437676630511
