	split 0	split 1	split 2	split 3	split 4	mean
RMSE	1.0787737900533299	1.5383789913034993	0.08457085180309418	0.06859453035508753	0.0792858684198039	0.5699208063869629
pearsonr	0.8056618483441791	0.556645378376364		0.07502816185592874	0.04562692534938758	0.37074057848146486
