	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.4958645018268602	0.7023425111250974	1.010846183180217	0.631499340450991	0.6439367750848132	0.6968978623335957
pearsonr	0.6193407641233966	0.6203969531604439	0.563618404561999	0.6649726787153378	0.605157703700336	0.6146973008523026
