	param_regressor__regressor__alpha	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.002196046158480499	-26300.508123225984	-225.95451034166803	-2.5836696434676805	-179.0402781674631	-0.682387746681969	-5341.7537938250525	10479.772684305764	181
1	3.103065920527592	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
2	0.09179336450318797	-865.7171472183753	-226.07648889945241	-2.453726178230834	-179.65436313313896	-0.3689189242815621	-254.85412887069583	318.7806361355484	112
3	1.7339689834274716	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
4	23.909892915173646	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
5	0.2575795066186247	-46.56927537411533	-226.29777904443822	-2.4445123593647238	-179.96495688829745	-0.32340996533804944	-91.11998672631077	94.0835673715531	84
6	0.1752173384130308	-148.3385329445683	-226.21567533188244	-2.4472589113981424	-179.82277716571767	-0.33638914499102884	-111.43212669971152	93.20363859778357	94
7	0.002101752925466284	-26446.365068603227	-225.96134712046535	-2.5848510760487713	-179.04251999617327	-0.6882095890507501	-5370.928399276992	10538.111670507986	182
8	0.015915997542206003	-14020.258392225125	-225.799497716238	-2.527910000419464	-179.10976150673122	-0.4474340041973951	-2885.6285990905426	5568.059906927635	150
9	0.1729954055957588	-153.81307272609075	-226.21305753779632	-2.4473716302810438	-179.81867663994376	-0.3369303064541521	-112.5258217681132	93.66041376970625	95
10	1.0989933195254442	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
11	3.9667709290156945	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
12	0.05075976981784486	-4564.22204704037	-225.9152778444945	-2.4828899529700545	-179.49145060466475	-0.38251448701670415	-994.4988359859032	1787.1902207356875	123
13	0.00197335409022739	-26618.52194960007	-225.97027028658718	-2.586640429417358	-179.04435336178008	-0.6959838398127611	-5405.363839503533	10606.969842635597	185
14	0.019501265143891947	-12557.705040466197	-225.83335247768133	-2.524374858632508	-179.153734734467	-0.4263972093214643	-2593.12857994926	4983.121111123939	142
15	11.813008490495449	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
16	0.009023023780308717	-15730.73674639149	-225.73077652858694	-2.5430873930777533	-179.0682316836225	-0.5088312407497214	-3227.717534647506	6252.172465762439	157
17	0.10573378989390388	-567.4641361725498	-226.11423161968415	-2.4519916190105615	-179.6812660757552	-0.36203474282047016	-195.214732045964	207.3117142154643	108
18	14.761220350075702	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
19	0.0012926378275314337	-27098.93526684895	-225.9882990458029	-2.598842204073979	-179.02053435419694	-0.7637368688540311	-5501.4613358643755	10799.120657230545	195
20	0.4883490226394251	-37.8890970827562	-226.4224209185623	-2.447007953701302	-180.1534330377127	-0.3069851316893297	-89.44378882488436	95.04007691357027	7
21	17.940931211225134	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
22	0.010742216839705858	-15298.926507831411	-225.7524105783441	-2.5382074390557667	-179.07422521797926	-0.491594156913509	-3141.3565890447408	6079.466828719995	155
23	0.28553271536325664	-39.79518747292241	-226.3158235712366	-2.443742337828538	-180.00357466550344	-0.3206972049373838	-89.77580505048567	94.77488559538176	82
24	11.756497896152519	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
25	0.003946533158671876	-21887.641528383017	-225.85290220060628	-2.565741606760979	-179.08898628308216	-0.5939069204434122	-4459.148613078783	8714.722132593562	174
26	0.22048629001508635	-71.0826321785018	-226.26529850286406	-2.4455277281401795	-179.9071590768387	-0.3280412060602643	-96.00573173848099	92.23437252435708	89
27	2.2891588474871623	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
28	0.9891300600669719	-38.11705200990158	-226.46939273711226	-2.455894485284221	-180.17648602773235	-0.3045908591389963	-89.50468322383388	95.03214636770406	11
29	0.12421849705402561	-353.02303707585855	-226.15019625335665	-2.450503440250263	-179.71984824822715	-0.35387141776324155	-152.3394912870912	135.67455692951637	101
30	0.008262932712491556	-16064.547843074553	-225.72502785695062	-2.5454448265849177	-179.0684287231639	-0.5180405348933982	-3294.4809570032294	6385.682384211862	159
31	0.15747745703716373	-198.91015887814362	-226.19420092116547	-2.448244541939197	-179.78899951773124	-0.3413073155478833	-121.53658223490547	99.20036135840508	96
32	0.04647414490559472	-5426.053479566714	-225.90816601652696	-2.485304247208957	-179.46576721449262	-0.38370153243832156	-1166.8592837154758	2131.5488363249847	125
33	0.1372090815973864	-281.186809258176	-226.16799110834955	-2.4496346784958725	-179.74765893691895	-0.3485557823583366	-137.98012995285973	116.05235343433108	98
34	0.043464593580939084	-6135.230052390345	-225.9119141680072	-2.4867266950073077	-179.4503582284679	-0.3841388601772103	-1308.692638068401	2414.9911240617503	128
