	param_model_config__colsample_bytree	param_model_config__gamma	param_model_config__learning_rate	param_model_config__min_child_weight	param_model_config__n_estimators	param_model_config__reg_alpha	param_model_config__reg_lambda	param_model_conifg__max_depth	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.6305233157495829	3.921602081976562	0.03718635067633043	7.511186600478471	285	0.9814768764690818	0.7138871482375893	10	-46.957123	-3111.705	-24.53946	-93.57311	-37.40907	-662.8368	1369.2067	110
1	0.799953000330224	3.4282269809926085	0.11109348598929245	4.4284701983368455	175	3.1212460622976557	3.068184185633249	7	-48.096573	-3111.8086	-25.118032	-92.99281	-30.93935	-661.79114	1369.86	26
2	0.9718112764692486	1.3866604732126457	0.09479050316209708	3.2940465625462343	390	0.07110226594659112	1.068680189842134	6	-42.216713	-3111.6726	-24.465956	-92.42052	-34.503292	-661.0558	1370.1865	8
3	0.9750517342483087	2.299246397351635	0.03165487642590819	4.21727716938495	357	0.53728386380407	0.0572440879667854	9	-44.685238	-3111.6785	-25.497643	-92.55938	-37.2171	-662.3275	1369.4664	56
4	0.739502550261886	1.4549220681622486	0.03809934967341577	9.621223560168982	192	1.3125743984880438	0.10497772322989421	5	-47.491425	-3111.672	-25.186075	-93.51794	-33.556694	-662.2848	1369.5033	53
5	0.8188940505772184	1.620025285491775	0.02332527886896	9.288941861181236	375	4.5788704115200325	0.33701124172585145	7	-47.307804	-3111.8235	-24.519867	-93.26848	-36.111942	-662.6063	1369.4025	88
6	0.917427999318992	1.7821949976048057	0.024589525418001294	5.535596294984833	121	2.692284110724657	0.09089404764894317	2	-44.25969	-3111.7034	-24.596779	-92.85588	-38.05844	-662.2948	1369.5037	54
7	0.8669043066867064	2.25355643463159	0.10400670833592895	7.161660315583974	242	34.21753080271123	3.35797812661897	5	-52.257313	-3112.0215	-25.719584	-94.07811	-42.805233	-665.37634	1367.9478	190
8	0.8596475410240729	2.8313262853927164	0.1348918260744495	2.29265214134331	315	2.744632980292315	2.8031394193931862	10	-46.11826	-3111.8804	-24.802584	-92.91415	-33.349495	-661.8129	1369.8818	27
9	0.6382393412049031	4.014585342113254	0.03338254845003212	7.142067559747612	309	0.15850489188129138	0.12919345593713957	6	-47.490948	-3111.661	-25.293062	-93.46505	-33.804634	-662.3429	1369.463	57
10	0.9805344564166718	1.3639775439783277	0.04746589434311444	8.812931926306458	326	0.8556682430366354	0.5056588918766836	6	-47.05925	-3111.5232	-30.136044	-93.187164	-37.203255	-663.82184	1368.5276	161
11	0.8699675079467151	4.022347340092471	0.16665257960811075	1.365902284930172	205	0.07281071032095678	0.044689209812777686	7	-48.284786	-3111.729	-26.39447	-93.120674	-39.34259	-663.7743	1368.6785	159
12	0.886896892910092	0.8210231025142959	0.07195338742509158	1.623268630088519	362	0.5621073258712079	0.567779734944974	10	-45.533863	-3111.6455	-24.646818	-92.90234	-32.843002	-661.5143	1369.9199	16
13	0.616629200640999	3.813123746413917	0.046553260451671845	2.60583179281884	299	0.5165673804804898	0.0160431999878904	4	-46.41736	-3111.827	-25.245907	-93.315285	-35.959923	-662.55304	1369.4321	82
14	0.9313812779984502	4.714865414138098	0.014679937343403235	3.073876069691975	315	0.4499767354924461	8.955280345192081	6	-48.423508	-3111.8777	-24.79223	-93.0703	-37.96385	-663.2255	1369.0786	143
15	0.8299450350356596	0.9306662454744249	0.10416093996506437	8.712780635005842	283	0.9337640648614388	8.869500572732953	7	-46.581715	-3111.6492	-24.544554	-93.209404	-35.263767	-662.2497	1369.5063	51
16	0.7097034372777685	0.9285952104903784	0.13823378745957354	9.182642173847638	261	0.4297395000833836	4.575284645014641	2	-45.640656	-3111.547	-24.458366	-93.511375	-32.71513	-661.5745	1369.8374	20
17	0.8340399210699656	0.9079989497240474	0.03232024590276139	9.500994361545347	108	0.04067073116127244	0.013533807138955412	5	-46.257942	-3111.6858	-25.460703	-93.59952	-34.210094	-662.24286	1369.5327	50
18	0.8113730223320909	4.126280601622618	0.06771388911688546	8.76599851677269	331	0.035722788478791394	0.01218373588643852	10	-47.150352	-3111.6394	-25.379662	-93.282616	-35.097042	-662.5098	1369.3525	79
19	0.6395092947097226	2.8771553826287035	0.0190542553567716	1.1061170795046733	111	30.163260054041306	46.928992519002094	7	-52.523148	-3112.004	-25.979034	-94.17788	-43.081295	-665.5531	1367.8379	195
20	0.8205812335329649	0.4514094313244339	0.027697363584675772	3.1861215466814583	323	7.070167871422788	0.19809094355792942	4	-42.649418	-3111.814	-25.230383	-93.757835	-35.929596	-661.8763	1369.8104	30
21	0.9490508732576748	0.21712482809742123	0.022560749749812765	3.494976244248657	177	0.4633671695781121	3.67792285448358	2	-44.42887	-3111.7617	-25.608788	-92.357796	-37.986946	-662.4289	1369.4528	67
22	0.7295195611457219	3.725475296138409	0.01727944198243881	7.264197443668831	161	0.054226610784048515	2.5471053619943316	2	-47.761005	-3111.7822	-24.816286	-93.53651	-36.774822	-662.9342	1369.1948	122
23	0.875614867091782	2.909797231430488	0.10044932807469509	4.537434268037864	280	0.05794889986916388	25.019451965477465	10	-47.714233	-3111.835	-24.034313	-93.12859	-37.305492	-662.8036	1369.2966	106
24	0.7904005202855966	3.9718009547180015	0.014670639928338336	8.442948192802872	374	30.138667114325322	10.854005417990594	8	-52.35748	-3112.0166	-25.864925	-94.14806	-42.904926	-665.4584	1367.8987	194
25	0.7530044555719335	3.2856288102803006	0.05955537095415104	7.767582050279868	257	0.7816647069723751	0.07867528840302082	6	-44.853596	-3111.7139	-25.479527	-93.26628	-32.47455	-661.55756	1369.9348	17
26	0.8414238206781945	1.5091417163875114	0.07495015258623781	7.4084390810325536	191	0.010360681065398888	0.03488803411698116	7	-45.769794	-3111.5889	-29.196497	-93.34859	-38.1951	-663.61975	1368.6809	157
27	0.708878336622195	1.3868402951123036	0.06203658105992845	2.334652654064514	290	10.678571721951554	2.261533744858995	5	-47.40212	-3111.8792	-24.693718	-93.37926	-38.56159	-663.1831	1369.1052	140
28	0.9241427907575803	0.546065891588694	0.014747013994261121	7.1163709076281165	312	20.551071531789308	0.5127962536296722	6	-49.65669	-3111.8965	-24.858175	-93.57786	-41.534023	-664.3046	1368.4811	169
29	0.7046076258567096	3.785957822969411	0.16584421645302796	7.081161694066252	226	8.039845256464341	0.034583094733160936	4	-50.44008	-3111.7644	-25.233196	-93.58432	-40.216747	-664.24774	1368.4397	167
30	0.7215288388154071	2.456533867254308	0.025695863952666848	1.3421998892699376	374	0.09047212658941944	13.573191098483154	9	-46.800972	-3111.7827	-25.037731	-93.07406	-37.316727	-662.8024	1369.2634	105
31	0.8719074156652017	0.6982624090745744	0.013199028790462086	6.696581161143533	224	0.14076999266355286	6.154888039637078	3	-47.573654	-3111.7493	-24.798775	-93.28191	-35.564533	-662.5936	1369.3683	86
32	0.6814035220670667	1.526440281326303	0.05151843153164804	7.446615778027911	278	0.1632801235722974	0.013504391284446887	6	-45.989754	-3111.6423	-27.361197	-93.36884	-32.741795	-662.22076	1369.5154	49
33	0.8331176099006692	3.1774827318748833	0.08520662666687567	3.1892294575793803	295	0.2496575175605968	0.042426907381572655	6	-46.28965	-3111.8208	-26.623884	-92.708176	-35.987343	-662.6859	1369.3435	97
34	0.7445860314514147	4.3950075667989035	0.026657465235421483	9.000897371956983	264	0.1648710458152589	0.01660387682587548	5	-46.72196	-3111.8196	-25.238287	-93.484146	-35.583492	-662.56946	1369.4209	83
35	0.7691866098893082	3.1994086428419606	0.15006897713540357	6.3925074836769635	393	0.05615673931673944	27.184524575427425	10	-49.129494	-3111.8416	-23.705307	-93.165276	-37.057705	-662.97986	1369.2037	124
36	0.6539458525587587	4.810829195845826	0.04895680994458457	1.3885294203776932	295	0.09540823661422747	18.272516715182366	2	-48.995316	-3111.8665	-24.225142	-93.11639	-38.05016	-663.2507	1369.0609	145
37	0.7104704146064071	4.229081550910175	0.19448401720208583	7.228079679780591	280	32.22610504398771	0.021761337914213082	2	-52.22916	-3112.0037	-25.86815	-94.01879	-42.698982	-665.3638	1367.9438	189
38	0.6859151404834842	3.839053156627311	0.16616576148613318	5.2274142525089555	184	0.07494872497544942	0.011103339560617527	2	-42.881294	-3111.8696	-25.673485	-92.953064	-34.437885	-661.5631	1370.0117	18
39	0.7557791616122147	2.741377833340016	0.1446012177623853	8.408009004944876	273	16.57651448633289	5.961731365064364	5	-49.651833	-3111.955	-25.31903	-93.58634	-41.556484	-664.41376	1368.4504	172
40	0.8784114739824427	4.466872147315427	0.015023518596342333	5.245644877652068	193	0.7382054647873072	12.044083870757351	10	-49.246212	-3111.8184	-24.367205	-93.20256	-38.50504	-663.42786	1368.9338	152
41	0.8658363022195431	1.9335794975618112	0.10207656870745763	2.761968963902088	360	0.36389074991542725	0.23624386143456733	9	-44.099216	-3111.7314	-25.415905	-93.186264	-37.665253	-662.4196	1369.4493	66
42	0.9740698745377079	1.6486308414883595	0.1451409187155974	5.718727787370591	287	8.574631339962693	0.0155663573671848	7	-42.864365	-3111.8186	-24.507683	-93.7042	-36.333145	-661.8456	1369.8318	28
