	param_model_config__colsample_bytree	param_model_config__gamma	param_model_config__learning_rate	param_model_config__min_child_weight	param_model_config__n_estimators	param_model_config__reg_alpha	param_model_config__reg_lambda	param_model_conifg__max_depth	param_selector_estimator_config__n_clusters	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score
0	0.6305233157495829	3.921602081976562	0.03718635067633043	7.511186600478471	285	0.9814768764690818	0.7138871482375893	10	467	-45.43168	-3110.973	-24.455479	-93.10363	-37.732117	-662.3392	1369.0728	57
1	0.8111059179283082	4.3571271452182625	0.02694212130266539	4.536480788837575	350	3.068184185633249	3.6914924077217	7	612	-46.46452	-3111.848	-25.487883	-93.75137	-40.587	-663.62775	1368.8347	146
2	0.9724824078756087	0.22200621499670528	0.06044107157955396	9.55116550372281	301	1.068680189842134	23.058900153692324	9	783	-45.21673	-3111.6692	-24.374933	-93.44727	-38.17064	-662.5758	1369.3319	72
3	0.75385982617858	1.851628681109584	0.017846845577536696	1.904265745309306	192	33.009510989016306	0.1950021377225478	5	748	-52.04341	-3112.0347	-25.906834	-94.14763	-42.63346	-665.3532	1367.968	192
4	0.9074590026078038	1.638573918342045	0.05559077569074713	3.484441434976256	167	0.14042831377653514	0.11111476918934589	6	575	-53.50697	-3111.014	-24.059107	-92.44381	-40.830822	-664.371	1367.9474	169
5	0.8877296490036166	2.12365996265779	0.15110674897952728	2.6240645728241345	230	0.7313326467010689	2.020247589711799	9	367	-46.46466	-3110.5288	-24.656528	-92.91386	-35.505733	-662.01385	1369.0085	37
6	0.7036543083634554	2.0854753859862067	0.07381188091990584	4.9555118187110825	210	5.30807130995716	0.6461903812480768	5	604	-43.720604	-3111.7722	-27.398497	-93.50235	-40.99415	-663.4776	1368.868	137
7	0.8370378749293492	1.2520899955615752	0.18007615762894044	9.505434014135144	315	2.744632980292315	2.8031394193931862	10	354	-41.48366	-3111.3262	-26.339577	-93.659065	-32.33501	-661.0287	1370.0171	4
8	0.8967388802733867	2.480543620673594	0.015068843978165316	4.091828767339225	297	8.067005935657864	33.034204254524454	2	552	-49.502815	-3111.8198	-25.056908	-93.68647	-39.567997	-663.9269	1368.6536	158
9	0.9472414189469537	2.350871301142213	0.013903383294201842	8.19101938608231	206	19.144993272861957	3.1369260814555187	8	534	-50.928005	-3111.9175	-25.365488	-93.91647	-40.614773	-664.54846	1368.358	177
10	0.9756445414928742	0.29921346623976036	0.1378082381571287	3.489067652060208	282	8.855128755680383	4.498394122155202	7	560	-45.776966	-3111.5532	-25.500229	-93.36169	-37.43874	-662.72614	1369.1785	85
11	0.8634993035816582	0.43933514304819377	0.029144700588874917	8.315465951473357	185	30.921729504726432	5.359168303732298	5	547	-51.725986	-3111.8916	-25.450562	-94.15163	-41.696735	-664.98334	1368.0992	182
12	0.9031121425644013	2.6156649085506953	0.01706621682218312	4.528014020385041	286	0.0160431999878904	1.0064175598960388	4	363	-48.60088	-3111.0027	-24.16897	-94.49551	-33.314766	-662.3165	1369.1244	56
13	0.8346883682662525	1.0113945501143071	0.11398716617854551	6.227626688274931	261	8.955280345192081	1.0309681764648548	2	590	-47.47951	-3111.7344	-25.073694	-92.81226	-39.671494	-663.35425	1368.9199	131
14	0.7952391685058897	1.1808403604474627	0.052032299178431204	5.703319957675465	101	0.04221820468041294	17.494053224973317	3	794	-46.57102	-3111.7683	-24.836477	-93.43112	-39.143497	-663.1501	1369.0607	118
15	0.8518227739379696	4.558867193194012	0.17875850973487825	6.265898224074228	366	2.8820416157756026	9.731037190718677	10	547	-46.987118	-3111.3098	-24.87087	-92.56434	-37.70388	-662.6872	1369.0592	81
16	0.8820281476841234	2.3681453077459014	0.03185857097640249	5.755893002472044	107	2.299891537665795	15.552474841343846	9	792	-49.03287	-3111.867	-24.858	-93.60677	-39.82874	-663.8387	1368.7291	156
17	0.9997188240980814	2.637122376793081	0.026683271905148666	1.8889591309687594	227	0.03146096865252573	0.1681436164650631	2	596	-57.482964	-3111.5146	-23.619793	-93.593506	-49.88814	-667.21985	1366.6312	200
18	0.9904855288314907	2.8021201107788203	0.012396667162288523	4.060610363926861	323	7.070167871422788	0.19809094355792942	4	476	-46.83014	-3111.6643	-25.229408	-93.37834	-40.258465	-663.47217	1368.8177	136
19	0.9650610745665521	4.319626486531023	0.03303532348649452	5.917027921122997	124	23.372316026977284	0.012959669742792227	2	333	-50.6441	-3111.7905	-25.60627	-94.10672	-42.145813	-664.85864	1368.1107	181
20	0.6285358749028829	1.867824419547584	0.034991297459266046	2.6326386015163026	161	0.054226610784048515	2.5471053619943316	2	669	-44.51874	-3111.344	-24.154999	-93.23655	-38.136597	-662.2782	1369.3167	53
21	0.6640809642476678	1.0432902729032913	0.028922076351032583	4.405385200882773	194	41.47482206567529	0.05824345618583849	7	334	-52.146507	-3111.8757	-25.818401	-94.25024	-42.90818	-665.3998	1367.8539	193
22	0.9160653840586124	0.7268882247812175	0.11910892835204831	3.1369232497129933	284	0.7180730676743565	25.863148244314985	4	753	-46.45708	-3111.7551	-24.559309	-93.447014	-38.735043	-662.9907	1369.1448	105
23	0.8600513314514531	3.0185434537998335	0.09512926437237602	1.5549879715288177	346	31.640713655416164	1.7082391759613156	4	696	-51.97373	-3112.0286	-25.761717	-94.284706	-42.591778	-665.32806	1367.9805	191
24	0.9498858264447713	1.9960807674870373	0.010125407072383406	2.320391481826306	233	0.10158843108854225	0.09363220158022241	9	595	-53.764515	-3111.3638	-24.110867	-93.60187	-36.350906	-663.8383	1368.4601	155
25	0.6593178957362006	1.1177069165695492	0.08677640024211447	3.4082916218769745	365	0.049604041908433504	0.137405811215792	5	705	-42.725185	-3111.1243	-24.463144	-93.75788	-38.56127	-662.12634	1369.2827	42
26	0.8384196480500602	0.5503337756024843	0.14629027462018548	5.160483479176548	239	0.02439630032681065	3.4153836018938417	9	609	-44.86613	-3111.3423	-27.276884	-93.39021	-37.11538	-662.7982	1369.0142	88
27	0.8702738530696112	2.542511649046552	0.10202921919483234	6.085466805439345	327	1.4060855568844874	0.11759296750523518	6	507	-46.269947	-3111.2556	-24.26201	-92.45879	-40.4854	-662.94635	1368.8809	98
