	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.5184973844994825	0.7260756700341101	1.0524090631342318	0.6489127578513841	0.6481363754722121	0.7188062501982841
pearsonr	0.606729460000049	0.6013499834958587	0.553322926492053	0.6602633722592307	0.6044413700079126	0.6052214224510208
