	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.30956107206466854	0.2932336704039287	0.3714539185879061	0.2874441758195436	0.572198018475052	0.3667781710702198
pearsonr	0.8517119405897265	0.7959314673165871	0.8045474705482752	0.806721760291202	0.7695562861169644	0.8056937849725511
