	split 0	split 1	split 2	split 3	split 4	mean
RMSE	0.3929864538956494	0.29888399072975425	0.40169618828374687	0.3537707351618107	0.6186845440247684	0.4132043824191459
pearsonr	0.8068489587614621	0.7900409362008863	0.786427932619224	0.7605361345199754	0.7445859629594501	0.7776879850121996
